date,factor,horizon,sample_size,ic,rank_ic
2020-03-30,momentum_60_skip_5,20,2637,0.12048625665899637,0.08631623810575917
2020-03-30,overnight_reversal_5,1,2753,-0.10846987530513644,-0.11220698086015522
2020-03-30,overnight_reversal_5,5,2750,-0.09728735635572003,-0.1395804407514061
2020-03-30,overnight_reversal_5,20,2697,-0.09206522680009412,-0.12345484338165913
2020-03-30,reversal_5,1,2753,0.22170818069125095,0.24167115560956767
2020-03-30,reversal_5,5,2750,0.17796119032028163,0.31808219658869663
2020-03-30,reversal_5,20,2697,0.06669257006787734,0.05735431141794921
2020-03-31,amihud_illiquidity_20,1,2727,-0.1582421283814388,-0.14213994187945478
2020-03-31,amihud_illiquidity_20,5,2723,-0.026394353088197164,-0.029848314468292423
2020-03-31,amihud_illiquidity_20,20,2644,-0.14547217025239548,-0.16104048275836685
2020-03-31,amount_change_5_20,1,2728,-0.2191435991102166,-0.25544926025387843
2020-03-31,amount_change_5_20,5,2724,-0.04665991109675462,-0.09402271056224543
2020-03-31,amount_change_5_20,20,2645,-0.056579080520995105,-0.037891453733240335
2020-03-31,low_volatility_20,1,2727,-0.25852044086445153,-0.2921052806321252
2020-03-31,low_volatility_20,5,2723,-0.22357332045035563,-0.2730062288232189
2020-03-31,low_volatility_20,20,2644,-0.05436113270084799,-0.04659676853405745
2020-03-31,momentum_20,1,2727,-0.3452312512372554,-0.4278569432679596
2020-03-31,momentum_20,5,2723,-0.10311953450603947,-0.2166685966106548
2020-03-31,momentum_20,20,2644,-0.12182374072197395,-0.12765909373706735
2020-03-31,momentum_60_skip_5,1,2690,0.16566665271000064,0.1443045674885921
2020-03-31,momentum_60_skip_5,5,2686,0.18150911561703229,0.17816500834455748
2020-03-31,momentum_60_skip_5,20,2610,0.13115050407975867,0.0974607897852655
