factor,horizon,sample_period,dates,average_sample_size,mean_ic,std_ic,ic_ir,ic_t_stat,positive_ic_ratio,mean_rank_ic,std_rank_ic,rank_ic_ir,rank_ic_t_stat,positive_rank_ic_ratio
momentum_60_skip_5,1,test_2025,243,2989.1111111111113,-0.004237248929521921,0.14264642789096713,-0.02970455686952564,-0.4630482154290378,0.48559670781893005,-0.02710169005749052,0.15106698937742125,-0.17940180160591185,-2.7965973181574806,0.42386831275720166
momentum_60_skip_5,1,train_2020_2023,970,2843.362886597938,-0.007499881682359456,0.15224890201663083,-0.04926066187025908,-1.5342145950482664,0.49690721649484537,-0.017004852762998766,0.156404744934352,-0.10872338157091231,-3.3861704755088406,0.47216494845360824
momentum_60_skip_5,1,validation_2024,242,3021.8636363636365,-0.02627544137108475,0.18072953885602783,-0.14538542806782795,-2.261666485594344,0.4628099173553719,-0.02825524071167342,0.21921561038857815,-0.12889246646983132,-2.0050962158629035,0.47107438016528924
momentum_60_skip_5,5,test_2025,243,2985.427983539095,-0.015818010754391917,0.12225479006627944,-0.1293856113598192,-2.01692207379211,0.4444444444444444,-0.047099418628853425,0.13120796734638604,-0.3589676723252029,-5.59575222067789,0.3662551440329218
momentum_60_skip_5,5,train_2020_2023,970,2839.757731958763,-0.018759005742555245,0.1486000301918565,-0.12623823641445847,-3.9316675295657597,0.47010309278350515,-0.030801090842391837,0.14911450955857677,-0.2065599848973263,-6.433274169500329,0.4247422680412371
momentum_60_skip_5,5,validation_2024,242,3019.1446280991736,-0.04517229639366184,0.18113500274378766,-0.24938468937203306,-3.8795153095394364,0.40082644628099173,-0.05236653876921245,0.2251524004158793,-0.23258263590566275,-3.6181366987729904,0.4214876033057851
momentum_60_skip_5,20,test_2025,242,2971.103305785124,-0.025645656271918275,0.11240104856995566,-0.22816207320305423,-3.549368881772144,0.4380165289256198,-0.057011200037669955,0.12639270287675153,-0.4510640150900397,-7.016909324026762,0.30991735537190085
momentum_60_skip_5,20,train_2020_2023,970,2826.2659793814432,-0.035436310514815474,0.14484999188428532,-0.2446414394218543,-7.619314330431899,0.4092783505154639,-0.05053472073960638,0.14617117839087626,-0.3457228798174666,-10.767477900622966,0.36907216494845363
momentum_60_skip_5,20,validation_2024,242,3008.690082644628,-0.05360569719369046,0.18479728589662459,-0.29007837930951774,-4.512560559877997,0.371900826446281,-0.06871920340118778,0.22590807233441765,-0.30419100429249357,-4.732101482045704,0.3884297520661157
overnight_reversal_5,1,test_2025,243,3036.687242798354,0.00611216161065487,0.080928525102592,0.07552542941943603,1.1773249291612837,0.49794238683127573,-0.004387336233755676,0.09433811869583306,-0.04650650547634321,-0.7249646733075601,0.448559670781893
overnight_reversal_5,1,train_2020_2023,970,2916.5525773195877,-0.0029363247719057725,0.06689618718731005,-0.04389375382013972,-1.3670631937442905,0.49587628865979383,-0.011290171283000295,0.06349154504645552,-0.17782164971319406,-5.5382238067380625,0.4092783505154639
overnight_reversal_5,1,validation_2024,242,3053.561983471074,0.009032905556445382,0.08766434476569784,0.10303967457451259,1.6029211577036446,0.5454545454545454,-0.002282085431047063,0.08944361726155328,-0.02551423456381165,-0.3969083420908191,0.47107438016528924
overnight_reversal_5,5,test_2025,243,3032.716049382716,0.004768383288482311,0.06844317542782015,0.0696692293815477,1.0860358051170995,0.51440329218107,-0.012977352898289603,0.08713501946001026,-0.14893383829730397,-2.321648774074602,0.4279835390946502
overnight_reversal_5,5,train_2020_2023,970,2912.4824742268042,-0.006926978541911089,0.07055440616815657,-0.09817924801750302,-3.0577753022489893,0.44123711340206184,-0.017922290708153835,0.07021166549804332,-0.25526086841870027,-7.950054566950653,0.38144329896907214
overnight_reversal_5,5,validation_2024,242,3050.698347107438,0.004830430088568229,0.0955242290948463,0.05056759038350449,0.7866470935056727,0.45867768595041325,-0.006966775708833353,0.09632631785337997,-0.07232473807872121,-1.125108880346103,0.39669421487603307
overnight_reversal_5,20,test_2025,242,3017.871900826446,-0.007112187688533654,0.0773705134457797,-0.0919237493947586,-1.429997944080785,0.3925619834710744,-0.024370957067866305,0.09987493635987994,-0.24401474440043988,-3.7959785704511697,0.359504132231405
