date,period,model,gross_return,turnover_buy,turnover_sell,cost_return,net_return,nav,holdings
2023-03-31,validation,ridge,-0.09139956960650046,0.65,0.65,0.00104,-0.09243956960650046,0.8584469153285162,20.0
2023-04-28,validation,ridge,-0.03424634135049349,0.5,0.5,0.0007999999999999999,-0.03504634135049349,0.828361491702635,20.0
2023-05-31,validation,ridge,0.015359522689694465,0.65,0.65,0.00104,0.014319522689694466,0.8402232328783399,20.0
2023-06-30,validation,ridge,0.04616564489106514,0.75,0.75,0.0012,0.04496564489106514,0.8780044123971701,20.0
2023-07-31,validation,ridge,-0.07516351143101295,0.8500000000000001,0.8500000000000001,0.00136,-0.07652351143101295,0.8108164317086154,20.0
2023-08-31,validation,ridge,-0.04648371716780534,0.8,0.8,0.0012799999999999999,-0.047763717167805336,0.772088824989476,20.0
2023-09-28,validation,ridge,-0.013854257645542562,0.7000000000000001,0.7000000000000001,0.00112,-0.014974257645542562,0.7605273679988392,20.0
2023-10-31,validation,ridge,-0.005000289536848812,0.65,0.65,0.00104,-0.006040289536848812,0.7559335624954288,20.0
2023-11-30,validation,ridge,-0.017026232252229413,0.65,0.65,0.00104,-0.018066232252229412,0.7422766911881312,20.0
2023-12-29,validation,ridge,-0.09202061514429798,0.8,0.8,0.0012799999999999999,-0.09330061514429798,0.6730218192930044,20.0
2024-01-31,validation,ridge,0.08763099357675094,0.9,0.9,0.00144,0.08619099357675095,0.7310302385967009,20.0
2024-02-29,validation,ridge,-0.011560021376200519,0.7000000000000001,0.7000000000000001,0.00112,-0.012680021376200518,0.7217607595446458,20.0
2024-03-29,validation,ridge,-0.011512970258268062,0.75,0.75,0.0012,-0.012712970258268062,0.7125850364749698,20.0
2024-04-30,validation,ridge,-0.030807400955107027,0.7000000000000001,0.7000000000000001,0.00112,-0.03192740095510703,0.689834048300824,20.0
2024-05-31,validation,ridge,-0.08359633026253803,0.7000000000000001,0.7000000000000001,0.00112,-0.08471633026253803,0.6313938392386278,20.0
2024-06-28,validation,ridge,-0.027911921797066752,0.65,0.65,0.00104,-0.02895192179706675,0.6131137741818413,20.0
2024-07-31,validation,ridge,-0.0556340059208593,0.8500000000000001,0.8500000000000001,0.00136,-0.0569940059208593,0.578169964105961,20.0
2024-08-30,validation,ridge,0.1937808790662204,0.75,0.75,0.0012,0.1925808790662204,0.6895144440431721,20.0
2024-09-30,validation,ridge,-0.05118005114874973,0.9,0.9,0.00144,-0.05262005114874973,0.6532321587298187,13.0
2024-10-31,validation,ridge,-0.017581755834306607,0.75,0.75,0.0012,-0.018781755834306607,0.6409633118214382,20.0
2024-11-29,validation,ridge,0.020592905633570628,0.4,0.4,0.0006399999999999999,0.019952905633570626,0.6537523922967922,20.0
2024-12-31,validation,ridge,0.0567048787535813,0.75,0.75,0.0012,0.0555048787535813,0.6900388395660892,20.0
2025-01-27,test,ridge,0.02935198318730885,1.0,0.0,0.0003,0.02905198318730885,1.0290519831873088,20.0
2025-02-28,test,ridge,-0.0022115114134417966,0.65,0.65,0.00104,-0.0032515114134417968,1.0257060089189505,20.0
2025-03-31,test,ridge,-0.07682230821263383,0.7000000000000001,0.7000000000000001,0.00112,-0.07794230821263383,0.9457601150362391,20.0
2025-04-30,test,ridge,-0.0038673416567592267,0.6000000000000001,0.6000000000000001,0.0009600000000000001,-0.004827341656759227,0.9411946078356233,20.0
2025-05-30,test,ridge,0.02149313095731443,0.8,0.8,0.0012799999999999999,0.02021313095731443,0.9602190977001228,20.0
2025-06-30,test,ridge,0.05126231934388553,0.8,0.8,0.0012799999999999999,0.04998231934388553,1.008213075281468,20.0
2025-07-31,test,ridge,0.14825123962586997,0.6499999999999999,0.65,0.00104,0.14721123962586996,1.1566333719006634,19.0
2025-08-29,test,ridge,0.026636910830024528,0.45,0.4499999999999999,0.0007199999999999998,0.02591691083002453,1.1866097358632435,20.0
2025-09-30,test,ridge,-0.005429645502150693,0.65,0.65,0.00104,-0.006469645502150693,1.1789327915228076,20.0
2025-10-31,test,ridge,-0.010068687874488624,0.6000000000000001,0.6000000000000001,0.0009600000000000001,-0.011028687874488624,1.165930709740103,20.0
2025-11-28,test,ridge,0.03550341508606003,0.55,0.55,0.00088,0.03462341508606003,1.2062992126650192,20.0
2025-01-27,test,csi300_benchmark,,,,,0.028322371083776554,1.0283223710837766,
2025-02-28,test,csi300_benchmark,,,,,-0.0003004263523648243,1.0280134359447768,
2025-03-31,test,csi300_benchmark,,,,,-0.03012425829557508,0.9970452936690547,
2025-04-30,test,csi300_benchmark,,,,,0.015806703372923003,1.0128052928754503,
2025-05-30,test,csi300_benchmark,,,,,0.023558930633847508,1.0366659025158966,
2025-06-30,test,csi300_benchmark,,,,,0.05307515391494588,1.091687104850304,
2025-07-31,test,csi300_benchmark,,,,,0.10896135137866536,1.2106388070774559,
2025-08-29,test,csi300_benchmark,,,,,0.021297049672336588,1.2364218418870427,
2025-09-30,test,csi300_benchmark,,,,,-0.0034141334439754534,1.2322005327257946,
2025-10-31,test,csi300_benchmark,,,,,-0.01652923748616819,1.211833197489787,
2025-11-28,test,csi300_benchmark,,,,,0.013741220992807168,1.2284852652629141,
2023-01-31,validation,csi300_benchmark,,,,,-0.01644251629172755,0.9835574837082725,
2023-02-28,validation,csi300_benchmark,,,,,-0.02927046579167647,0.9547682980272421,
2023-03-31,validation,csi300_benchmark,,,,,-0.018014663784067575,0.9375684681465949,
2023-04-28,validation,csi300_benchmark,,,,,-0.055425683452510865,0.8856030950160462,
2023-05-31,validation,csi300_benchmark,,,,,0.022594479834721737,0.9056128362879534,
2023-06-30,validation,csi300_benchmark,,,,,0.03127451509512702,0.9339354386067819,
2023-07-31,validation,csi300_benchmark,,,,,-0.05199956178100018,0.885371205067483,
2023-08-31,validation,csi300_benchmark,,,,,-0.028158841566083614,0.8604401775768152,
2023-09-28,validation,csi300_benchmark,,,,,-0.014144547797188323,0.8482696403584588,
2023-10-31,validation,csi300_benchmark,,,,,-0.023164065864753614,0.8286202665381246,
2023-11-30,validation,csi300_benchmark,,,,,-0.014864531846089601,0.8163032141978533,
2023-12-29,validation,csi300_benchmark,,,,,-0.04173030200461714,0.7822386345420372,
2024-01-31,validation,csi300_benchmark,,,,,0.10168688554338434,0.8617820450403266,
2024-02-29,validation,csi300_benchmark,,,,,-9.031026536865383e-05,0.8617042172751491,
2024-03-29,validation,csi300_benchmark,,,,,0.017307067941549015,0.8766177907090494,
2024-04-30,validation,csi300_benchmark,,,,,-0.018898504698094287,0.8600510252729014,
2024-05-31,validation,csi300_benchmark,,,,,-0.03259147486046887,0.8320206939039992,
2024-06-28,validation,csi300_benchmark,,,,,-0.02513976623482128,0.8111038881567189,
2024-07-31,validation,csi300_benchmark,,,,,-0.041408119507265084,0.7775176014231181,
2024-08-30,validation,csi300_benchmark,,,,,0.21162957797079396,0.9420633232771566,
2024-09-30,validation,csi300_benchmark,,,,,-0.04969899411578149,0.8952437237169116,
2024-10-31,validation,csi300_benchmark,,,,,0.006828473362979537,0.9013568716376872,
2024-11-29,validation,csi300_benchmark,,,,,0.01302626485954117,0.9130981849806071,
2024-12-31,validation,csi300_benchmark,,,,,0.018926733024897446,0.9303801505532535,
