rebalance_date,formation_date,strategy,selected_assets,assets_with_sufficient_history,forecast_annual_volatility,target_equity_exposure,target_cash_weight,maximum_target_weight,erc_solver_success,erc_max_risk_contribution_error,history_last_date
2020-07-01,2020-06-30,monthly_vol_target_20,20,20,0.11012511164018947,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-06-30
2020-07-01,2020-06-30,monthly_risk_parity_cap_08_vol_15,20,20,0.0978770184762535,0.9999999999999999,1.1102230246251565e-16,0.07999999999999999,True,2.6019571985426426e-05,2020-06-30
2020-08-03,2020-07-31,monthly_equal,20,20,0.146623851397945,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-07-31
2020-08-03,2020-07-31,monthly_risk_parity,20,20,0.1422534351728378,1.0000000000000002,-2.220446049250313e-16,0.07204522902470338,True,8.15000130507948e-08,2020-07-31
2020-08-03,2020-07-31,monthly_risk_parity_cap_08,20,20,0.1422534351728378,1.0000000000000002,-2.220446049250313e-16,0.07204522902470338,True,8.15000130507948e-08,2020-07-31
2020-08-03,2020-07-31,monthly_vol_target_10,20,20,0.146623851397945,0.6820172778615305,0.31798272213846945,0.034100863893076525,False,,2020-07-31
2020-08-03,2020-07-31,monthly_vol_target_15,20,20,0.146623851397945,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-07-31
2020-08-03,2020-07-31,monthly_vol_target_20,20,20,0.146623851397945,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-07-31
2020-08-03,2020-07-31,monthly_risk_parity_cap_08_vol_15,20,20,0.1422534351728378,1.0000000000000002,-2.220446049250313e-16,0.07204522902470338,True,8.15000130507948e-08,2020-07-31
2020-09-01,2020-08-31,monthly_equal,20,20,0.1777469963050621,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-08-31
2020-09-01,2020-08-31,monthly_risk_parity,20,20,0.16938362851802857,1.0,0.0,0.07094402670060217,True,1.1172095697870033e-07,2020-08-31
2020-09-01,2020-08-31,monthly_risk_parity_cap_08,20,20,0.16938364035183262,1.0000000000000002,-2.220446049250313e-16,0.07094387356912941,True,2.509520704296886e-07,2020-08-31
2020-09-01,2020-08-31,monthly_vol_target_10,20,20,0.1777469963050621,0.5625974113698826,0.4374025886301174,0.028129870568494128,False,,2020-08-31
2020-09-01,2020-08-31,monthly_vol_target_15,20,20,0.1777469963050621,0.8438961170548236,0.1561038829451764,0.042194805852741185,False,,2020-08-31
2020-09-01,2020-08-31,monthly_vol_target_20,20,20,0.1777469963050621,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-08-31
2020-09-01,2020-08-31,monthly_risk_parity_cap_08_vol_15,20,20,0.16938364035183262,0.8855636806980285,0.11443631930197151,0.06282531780085382,True,2.509520704296886e-07,2020-08-31
2020-10-09,2020-09-30,monthly_equal,20,20,0.23389136246708908,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-09-30
2020-10-09,2020-09-30,monthly_risk_parity,20,20,0.21630406324660414,1.0000000000000002,-2.220446049250313e-16,0.09909585726543636,True,4.396861333563762e-07,2020-09-30
2020-10-09,2020-09-30,monthly_risk_parity_cap_08,20,20,0.21843087666647656,1.0,0.0,0.08,True,0.010800318940818121,2020-09-30
2020-10-09,2020-09-30,monthly_vol_target_10,20,20,0.23389136246708908,0.4275489224792174,0.5724510775207826,0.02137744612396087,False,,2020-09-30
2020-10-09,2020-09-30,monthly_vol_target_15,20,20,0.23389136246708908,0.641323383718826,0.358676616281174,0.0320661691859413,False,,2020-09-30
2020-10-09,2020-09-30,monthly_vol_target_20,20,20,0.23389136246708908,0.8550978449584348,0.14490215504156523,0.04275489224792174,False,,2020-09-30
2020-10-09,2020-09-30,monthly_risk_parity_cap_08_vol_15,20,20,0.21843087666647656,0.6867161011720698,0.3132838988279302,0.05493728809376558,True,0.010800318940818121,2020-09-30
2020-11-02,2020-10-30,monthly_equal,20,20,0.16362540005153367,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-10-30
2020-11-02,2020-10-30,monthly_risk_parity,20,20,0.1550737283036463,1.0,0.0,0.087468138577417,True,2.6131048793537337e-07,2020-10-30
2020-11-02,2020-10-30,monthly_risk_parity_cap_08,20,20,0.155578787292412,1.0,0.0,0.08,True,0.005005434198144393,2020-10-30
2020-11-02,2020-10-30,monthly_vol_target_10,20,20,0.16362540005153367,0.6111520581065353,0.3888479418934647,0.03055760290532677,False,,2020-10-30
2020-11-02,2020-10-30,monthly_vol_target_15,20,20,0.16362540005153367,0.9167280871598033,0.08327191284019675,0.045836404357990156,False,,2020-10-30
2020-11-02,2020-10-30,monthly_vol_target_20,20,20,0.16362540005153367,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-10-30
2020-11-02,2020-10-30,monthly_risk_parity_cap_08_vol_15,20,20,0.155578787292412,0.9641417227277482,0.03585827727225177,0.07713133781821985,True,0.005005434198144393,2020-10-30
2020-12-01,2020-11-30,monthly_equal,20,20,0.14457031694855302,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-11-30
2020-12-01,2020-11-30,monthly_risk_parity,20,20,0.13490093905284892,1.0,0.0,0.07132526236766804,True,2.066595231678403e-07,2020-11-30
2020-12-01,2020-11-30,monthly_risk_parity_cap_08,20,20,0.13490093408355608,1.0,0.0,0.07132526685855747,True,2.1445660597363414e-07,2020-11-30
2020-12-01,2020-11-30,monthly_vol_target_10,20,20,0.14457031694855302,0.6917049233252089,0.30829507667479106,0.03458524616626044,False,,2020-11-30
2020-12-01,2020-11-30,monthly_vol_target_15,20,20,0.14457031694855302,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-11-30
2020-12-01,2020-11-30,monthly_vol_target_20,20,20,0.14457031694855302,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-11-30
2020-12-01,2020-11-30,monthly_risk_parity_cap_08_vol_15,20,20,0.13490093408355608,1.0,0.0,0.07132526685855747,True,2.1445660597363414e-07,2020-11-30
2021-01-04,2020-12-31,monthly_equal,20,20,0.13621138301285723,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-12-31
2021-01-04,2020-12-31,monthly_risk_parity,20,20,0.12555754264603883,1.0,0.0,0.09479238308633044,True,2.0046764719755528e-07,2020-12-31
2021-01-04,2020-12-31,monthly_risk_parity_cap_08,20,20,0.12669457389594269,1.0,0.0,0.08,True,0.009623024377250732,2020-12-31
2021-01-04,2020-12-31,monthly_vol_target_10,20,20,0.13621138301285723,0.7341530332348277,0.2658469667651723,0.036707651661741385,False,,2020-12-31
2021-01-04,2020-12-31,monthly_vol_target_15,20,20,0.13621138301285723,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-12-31
2021-01-04,2020-12-31,monthly_vol_target_20,20,20,0.13621138301285723,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2020-12-31
2021-01-04,2020-12-31,monthly_risk_parity_cap_08_vol_15,20,20,0.12669457389594269,1.0,0.0,0.08,True,0.009623024377250732,2020-12-31
2021-02-01,2021-01-29,monthly_equal,20,20,0.15214770165779679,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-01-29
2021-02-01,2021-01-29,monthly_risk_parity,20,20,0.14144405833178134,1.0,0.0,0.08326401885400798,True,2.633798708712165e-07,2021-01-29
2021-02-01,2021-01-29,monthly_risk_parity_cap_08,20,20,0.14163581273448797,1.0,0.0,0.08,True,0.0021787723570553044,2021-01-29
2021-02-01,2021-01-29,monthly_vol_target_10,20,20,0.15214770165779679,0.6572560670348814,0.3427439329651186,0.03286280335174407,False,,2021-01-29
2021-02-01,2021-01-29,monthly_vol_target_15,20,20,0.15214770165779679,0.9858841005523218,0.014115899447678215,0.0492942050276161,False,,2021-01-29
2021-02-01,2021-01-29,monthly_vol_target_20,20,20,0.15214770165779679,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-01-29
2021-02-01,2021-01-29,monthly_risk_parity_cap_08_vol_15,20,20,0.14163581273448797,1.0,0.0,0.08,True,0.0021787723570553044,2021-01-29
2021-03-01,2021-02-26,monthly_equal,20,20,0.1427193009543676,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-02-26
2021-03-01,2021-02-26,monthly_risk_parity,20,20,0.13601290172177274,1.0,0.0,0.07863413743884369,True,1.500328219092295e-07,2021-02-26
2021-03-01,2021-02-26,monthly_risk_parity_cap_08,20,20,0.1360128764914531,1.0,0.0,0.0786343561656466,True,1.4614699976600587e-07,2021-02-26
2021-03-01,2021-02-26,monthly_vol_target_10,20,20,0.1427193009543676,0.7006760776664225,0.2993239223335775,0.03503380388332113,False,,2021-02-26
2021-03-01,2021-02-26,monthly_vol_target_15,20,20,0.1427193009543676,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-02-26
2021-03-01,2021-02-26,monthly_vol_target_20,20,20,0.1427193009543676,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-02-26
2021-03-01,2021-02-26,monthly_risk_parity_cap_08_vol_15,20,20,0.1360128764914531,1.0,0.0,0.0786343561656466,True,1.4614699976600587e-07,2021-02-26
2021-04-01,2021-03-31,monthly_equal,20,20,0.18853027163931782,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-03-31
2021-04-01,2021-03-31,monthly_risk_parity,20,20,0.1719175884221762,1.0,0.0,0.0970297127802404,True,1.0249969593228991e-07,2021-03-31
2021-04-01,2021-03-31,monthly_risk_parity_cap_08,20,20,0.17426759960699764,0.9999999999999999,1.1102230246251565e-16,0.07999999999999999,True,0.010660076228764269,2021-03-31
2021-04-01,2021-03-31,monthly_vol_target_10,20,20,0.18853027163931782,0.5304187976311445,0.4695812023688555,0.026520939881557223,False,,2021-03-31
2021-04-01,2021-03-31,monthly_vol_target_15,20,20,0.18853027163931782,0.7956281964467165,0.20437180355328355,0.03978140982233583,False,,2021-03-31
2021-04-01,2021-03-31,monthly_vol_target_20,20,20,0.18853027163931782,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-03-31
2021-04-01,2021-03-31,monthly_risk_parity_cap_08_vol_15,20,20,0.17426759960699764,0.8607452007044044,0.1392547992955956,0.06885961605635235,True,0.010660076228764269,2021-03-31
2021-05-06,2021-04-30,monthly_equal,20,20,0.16878243492472564,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-04-30
2021-05-06,2021-04-30,monthly_risk_parity,20,20,0.16268414092641745,1.0,0.0,0.06652419332265144,True,1.4554931880572664e-07,2021-04-30
2021-05-06,2021-04-30,monthly_risk_parity_cap_08,20,20,0.1626841481893425,0.9999999999999998,2.220446049250313e-16,0.06652414899622955,True,1.6794415631793402e-07,2021-04-30
2021-05-06,2021-04-30,monthly_vol_target_10,20,20,0.16878243492472564,0.5924787140593063,0.4075212859406937,0.029623935702965322,False,,2021-04-30
2021-05-06,2021-04-30,monthly_vol_target_15,20,20,0.16878243492472564,0.8887180710889594,0.1112819289110406,0.04443590355444798,False,,2021-04-30
2021-05-06,2021-04-30,monthly_vol_target_20,20,20,0.16878243492472564,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-04-30
2021-05-06,2021-04-30,monthly_risk_parity_cap_08_vol_15,20,20,0.1626841481893425,0.9220320582520438,0.07796794174795618,0.06133739802245918,True,1.6794415631793402e-07,2021-04-30
2021-06-01,2021-05-31,monthly_equal,20,20,0.09643461561728482,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-05-31
2021-06-01,2021-05-31,monthly_risk_parity,20,20,0.0888741442905699,1.0,0.0,0.09052230457457833,True,1.4011912660705228e-07,2021-05-31
2021-06-01,2021-05-31,monthly_risk_parity_cap_08,20,20,0.08959409757600022,1.0,0.0,0.08,True,0.009691192843636676,2021-05-31
2021-06-01,2021-05-31,monthly_vol_target_10,20,20,0.09643461561728482,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-05-31
2021-06-01,2021-05-31,monthly_vol_target_15,20,20,0.09643461561728482,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-05-31
2021-06-01,2021-05-31,monthly_vol_target_20,20,20,0.09643461561728482,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-05-31
2021-06-01,2021-05-31,monthly_risk_parity_cap_08_vol_15,20,20,0.08959409757600022,1.0,0.0,0.08,True,0.009691192843636676,2021-05-31
2021-07-01,2021-06-30,monthly_equal,20,20,0.10202411521670236,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-06-30
2021-07-01,2021-06-30,monthly_risk_parity,20,20,0.09081611133848641,1.0,0.0,0.08909445482803426,True,2.6029122561499474e-07,2021-06-30
2021-07-01,2021-06-30,monthly_risk_parity_cap_08,20,20,0.09114334998750291,0.9999999999999999,1.1102230246251565e-16,0.07999999999999999,True,0.008182788294408633,2021-06-30
2021-07-01,2021-06-30,monthly_vol_target_10,20,20,0.10202411521670236,0.9801604237154808,0.019839576284519156,0.049008021185774034,False,,2021-06-30
2021-07-01,2021-06-30,monthly_vol_target_15,20,20,0.10202411521670236,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-06-30
2021-07-01,2021-06-30,monthly_vol_target_20,20,20,0.10202411521670236,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-06-30
2021-07-01,2021-06-30,monthly_risk_parity_cap_08_vol_15,20,20,0.09114334998750291,0.9999999999999999,1.1102230246251565e-16,0.07999999999999999,True,0.008182788294408633,2021-06-30
2021-08-02,2021-07-30,monthly_equal,20,20,0.10674215425946325,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-07-30
2021-08-02,2021-07-30,monthly_risk_parity,20,20,0.0994980140984749,0.9999999999999997,3.3306690738754696e-16,0.06885772535772221,True,1.9487978304005837e-07,2021-07-30
2021-08-02,2021-07-30,monthly_risk_parity_cap_08,20,20,0.0994980140984749,0.9999999999999997,3.3306690738754696e-16,0.06885772535772221,True,1.9487978304005837e-07,2021-07-30
2021-08-02,2021-07-30,monthly_vol_target_10,20,20,0.10674215425946325,0.9368370040286543,0.06316299597134567,0.046841850201432715,False,,2021-07-30
2021-08-02,2021-07-30,monthly_vol_target_15,20,20,0.10674215425946325,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-07-30
2021-08-02,2021-07-30,monthly_vol_target_20,20,20,0.10674215425946325,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-07-30
2021-08-02,2021-07-30,monthly_risk_parity_cap_08_vol_15,20,20,0.0994980140984749,0.9999999999999997,3.3306690738754696e-16,0.06885772535772221,True,1.9487978304005837e-07,2021-07-30
2021-09-01,2021-08-31,monthly_equal,20,20,0.1301576591562806,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-08-31
2021-09-01,2021-08-31,monthly_risk_parity,20,20,0.11168967063437393,1.0,0.0,0.12373288575425184,True,1.2446419113409934e-07,2021-08-31
2021-09-01,2021-08-31,monthly_risk_parity_cap_08,20,20,0.11509501010285235,0.9999999999999999,1.1102230246251565e-16,0.08000000000001088,True,0.024620641045864047,2021-08-31
2021-09-01,2021-08-31,monthly_vol_target_10,20,20,0.1301576591562806,0.7682990048240631,0.2317009951759369,0.038414950241203165,False,,2021-08-31
2021-09-01,2021-08-31,monthly_vol_target_15,20,20,0.1301576591562806,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-08-31
2021-09-01,2021-08-31,monthly_vol_target_20,20,20,0.1301576591562806,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-08-31
2021-09-01,2021-08-31,monthly_risk_parity_cap_08_vol_15,20,20,0.11509501010285235,0.9999999999999999,1.1102230246251565e-16,0.08000000000001088,True,0.024620641045864047,2021-08-31
2021-10-08,2021-09-30,monthly_equal,20,20,0.16870654440937688,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-09-30
2021-10-08,2021-09-30,monthly_risk_parity,20,20,0.15410442537047558,1.0,0.0,0.07797508254248221,True,7.976667090042744e-08,2021-09-30
2021-10-08,2021-09-30,monthly_risk_parity_cap_08,20,20,0.15410441022875968,1.0000000000000002,-2.220446049250313e-16,0.07797507509772264,True,9.220288612471483e-08,2021-09-30
2021-10-08,2021-09-30,monthly_vol_target_10,20,20,0.16870654440937688,0.5927452331507889,0.40725476684921114,0.029637261657539445,False,,2021-09-30
2021-10-08,2021-09-30,monthly_vol_target_15,20,20,0.16870654440937688,0.8891178497261834,0.11088215027381665,0.044455892486309156,False,,2021-09-30
2021-10-08,2021-09-30,monthly_vol_target_20,20,20,0.16870654440937688,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-09-30
2021-10-08,2021-09-30,monthly_risk_parity_cap_08_vol_15,20,20,0.15410441022875968,0.9733660430440187,0.026633956955981253,0.07589829030393049,True,9.220288612471483e-08,2021-09-30
2021-11-01,2021-10-29,monthly_equal,20,20,0.16213957864457593,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-10-29
2021-11-01,2021-10-29,monthly_risk_parity,20,20,0.15411943911954246,1.0,0.0,0.07877621770823338,True,6.727290573216305e-08,2021-10-29
2021-11-01,2021-10-29,monthly_risk_parity_cap_08,20,20,0.15411942071840096,1.0,0.0,0.07877630983158718,True,2.6653133280291064e-07,2021-10-29
2021-11-01,2021-10-29,monthly_vol_target_10,20,20,0.16213957864457593,0.6167525587272475,0.38324744127275245,0.030837627936362383,False,,2021-10-29
2021-11-01,2021-10-29,monthly_vol_target_15,20,20,0.16213957864457593,0.9251288380908715,0.07487116190912846,0.046256441904543574,False,,2021-10-29
2021-11-01,2021-10-29,monthly_vol_target_20,20,20,0.16213957864457593,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-10-29
2021-11-01,2021-10-29,monthly_risk_parity_cap_08_vol_15,20,20,0.15411942071840096,0.9732712418772469,0.026728758122753105,0.07667071690029563,True,2.6653133280291064e-07,2021-10-29
2021-12-01,2021-11-30,monthly_equal,20,20,0.14441156627927174,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-11-30
2021-12-01,2021-11-30,monthly_risk_parity,20,20,0.13893887654068152,1.0,0.0,0.06853007444509572,True,1.2282992447459895e-07,2021-11-30
2021-12-01,2021-11-30,monthly_risk_parity_cap_08,20,20,0.13893887654068152,1.0,0.0,0.06853007444509572,True,1.2282992447459895e-07,2021-11-30
2021-12-01,2021-11-30,monthly_vol_target_10,20,20,0.14441156627927174,0.692465309922711,0.30753469007728895,0.03462326549613554,False,,2021-11-30
2021-12-01,2021-11-30,monthly_vol_target_15,20,20,0.14441156627927174,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-11-30
2021-12-01,2021-11-30,monthly_vol_target_20,20,20,0.14441156627927174,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-11-30
2021-12-01,2021-11-30,monthly_risk_parity_cap_08_vol_15,20,20,0.13893887654068152,1.0,0.0,0.06853007444509572,True,1.2282992447459895e-07,2021-11-30
2022-01-04,2021-12-31,monthly_equal,20,20,0.0989976882974923,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-12-31
2022-01-04,2021-12-31,monthly_risk_parity,20,20,0.08741351136970213,1.0,0.0,0.09439127109443883,True,1.0727558594214592e-07,2021-12-31
2022-01-04,2021-12-31,monthly_risk_parity_cap_08,20,20,0.08794797756388606,1.0,0.0,0.08,True,0.011399290136566938,2021-12-31
2022-01-04,2021-12-31,monthly_vol_target_10,20,20,0.0989976882974923,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-12-31
2022-01-04,2021-12-31,monthly_vol_target_15,20,20,0.0989976882974923,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-12-31
2022-01-04,2021-12-31,monthly_vol_target_20,20,20,0.0989976882974923,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2021-12-31
2022-01-04,2021-12-31,monthly_risk_parity_cap_08_vol_15,20,20,0.08794797756388606,1.0,0.0,0.08,True,0.011399290136566938,2021-12-31
2022-02-07,2022-01-28,monthly_equal,20,20,0.184690643398983,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-01-28
2022-02-07,2022-01-28,monthly_risk_parity,20,20,0.16990723478973987,1.0,0.0,0.08792454812965288,True,1.284789209465842e-07,2022-01-28
2022-02-07,2022-01-28,monthly_risk_parity_cap_08,20,20,0.17109070276883612,0.9999999999999999,1.1102230246251565e-16,0.07999999999999999,True,0.006755275244341816,2022-01-28
2022-02-07,2022-01-28,monthly_vol_target_10,20,20,0.184690643398983,0.5414459452825245,0.45855405471747546,0.02707229726412623,False,,2022-01-28
2022-02-07,2022-01-28,monthly_vol_target_15,20,20,0.184690643398983,0.8121689179237865,0.18783108207621346,0.04060844589618934,False,,2022-01-28
2022-02-07,2022-01-28,monthly_vol_target_20,20,20,0.184690643398983,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-01-28
2022-02-07,2022-01-28,monthly_risk_parity_cap_08_vol_15,20,20,0.17109070276883612,0.8767279435555759,0.12327205644442407,0.07013823548444607,True,0.006755275244341816,2022-01-28
2022-03-01,2022-02-28,monthly_equal,20,20,0.18342792350196646,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-02-28
2022-03-01,2022-02-28,monthly_risk_parity,20,20,0.172660462385804,1.0,0.0,0.08647137969105947,True,1.2387904142069361e-07,2022-02-28
2022-03-01,2022-02-28,monthly_risk_parity_cap_08,20,20,0.17327331883548966,0.9999999999999998,2.220446049250313e-16,0.07999999999999999,True,0.004625044286928108,2022-02-28
2022-03-01,2022-02-28,monthly_vol_target_10,20,20,0.18342792350196646,0.5451732652849224,0.4548267347150776,0.02725866326424612,False,,2022-02-28
2022-03-01,2022-02-28,monthly_vol_target_15,20,20,0.18342792350196646,0.8177598979273836,0.18224010207261643,0.04088799489636918,False,,2022-02-28
2022-03-01,2022-02-28,monthly_vol_target_20,20,20,0.18342792350196646,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-02-28
2022-03-01,2022-02-28,monthly_risk_parity_cap_08_vol_15,20,20,0.17327331883548966,0.8656843477582028,0.1343156522417972,0.06925474782065623,True,0.004625044286928108,2022-02-28
2022-04-01,2022-03-31,monthly_equal,20,20,0.20267029262059438,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-03-31
2022-04-01,2022-03-31,monthly_risk_parity,20,20,0.19427398948497973,1.0,0.0,0.07107987689147872,True,1.0185566366727183e-07,2022-03-31
2022-04-01,2022-03-31,monthly_risk_parity_cap_08,20,20,0.19427398948497973,1.0,0.0,0.07107987689147872,True,1.0185566366727183e-07,2022-03-31
2022-04-01,2022-03-31,monthly_vol_target_10,20,20,0.20267029262059438,0.493412224884894,0.506587775115106,0.024670611244244703,False,,2022-03-31
2022-04-01,2022-03-31,monthly_vol_target_15,20,20,0.20267029262059438,0.7401183373273409,0.2598816626726591,0.037005916866367054,False,,2022-03-31
2022-04-01,2022-03-31,monthly_vol_target_20,20,20,0.20267029262059438,0.986824449769788,0.013175550230211996,0.049341222488489406,False,,2022-03-31
2022-04-01,2022-03-31,monthly_risk_parity_cap_08_vol_15,20,20,0.19427398948497973,0.7721054187318125,0.2278945812681875,0.05488115811070086,True,1.0185566366727183e-07,2022-03-31
2022-05-05,2022-04-29,monthly_equal,20,20,0.28426632651719747,1.0000000000000002,-2.220446049250313e-16,0.05,False,,2022-04-29
2022-05-05,2022-04-29,monthly_risk_parity,20,20,0.28008389795655597,1.0,0.0,0.06631352833542561,True,2.3370437040454162e-07,2022-04-29
2022-05-05,2022-04-29,monthly_risk_parity_cap_08,20,20,0.28008389795655597,1.0,0.0,0.06631352833542561,True,2.3370437040454162e-07,2022-04-29
