filename,rows,columns,sha256
sample_raw_daily.csv,570,11,cbe33b158e37875bff11743edd00c4c50106fe14193dd8097582701462c607f5
sample_clean_market.csv,570,46,68110a0a87f0c4d9bf87838dddd1427dbe65547f7d74276f17437230557ef05f
sample_universe.csv,570,18,00e81e57c5002231772839c8ca390fbc54699c6658e9804d0ba5f26ee210ee41
sample_factor_values.csv,3990,8,2795901e1c3d659f3dae49d15a1817a3efb14897647146e18afeda216acc02a8
sample_forward_returns.csv,570,13,385f212cbfbc0804b5af053a76623e219fdff43f647af904db9bd9c5c663ffc5
