date,asset,factor,raw_value,winsorized_value,zscore_value,rank_pct,cross_section_assets
2025-01-02,000001.SZ,amihud_illiquidity_20,-18.946540071790277,-18.812586904865036,-2.881097795283204,0.0,3054
2025-01-02,000001.SZ,amount_change_5_20,0.1357273823164114,0.1357273823164114,1.0356465345910573,0.8621931260229132,3056
2025-01-02,000001.SZ,low_volatility_20,-0.011933678120901913,-0.011933678120901913,1.2303955396201178,0.9711758925646905,3054
2025-01-02,000001.SZ,momentum_20,-0.002617801047120394,-0.002617801047120394,0.6472958380516315,0.8011791680314445,3054
2025-01-02,000001.SZ,momentum_60_skip_5,0.04286960059601852,0.04286960059601852,-0.31896100446128,0.44319311030142433,3020
2025-01-02,000001.SZ,overnight_reversal_5,0.002506906120878749,0.002506906120878749,-0.12248068514289423,0.4405617243631613,3063
2025-01-02,000001.SZ,reversal_5,0.041107382550335636,0.041107382550335636,0.2624646862727238,0.589157413455258,3063
2025-01-02,000002.SZ,amihud_illiquidity_20,-18.045487517550306,-18.045487517550306,-2.1121647571341144,0.03832296102194563,3054
2025-01-02,000002.SZ,amount_change_5_20,-0.2934623349132426,-0.2934623349132426,-0.0321322202402942,0.48707037643207857,3056
2025-01-02,000002.SZ,low_volatility_20,-0.016240163371027145,-0.016240163371027145,0.9114638661626681,0.8254176220111366,3054
2025-01-02,000002.SZ,momentum_20,-0.16842105263157892,-0.16842105263157892,-1.1235494270471402,0.09040288241074353,3054
2025-01-02,000002.SZ,momentum_60_skip_5,-0.19271948608137046,-0.17169418816477644,-1.5575670907700596,0.0,3020
2025-01-02,000002.SZ,overnight_reversal_5,0.010628358294793935,0.010628358294793935,0.25228055502761826,0.7086871325930765,3063
2025-01-02,000002.SZ,reversal_5,0.05702917771883276,0.05702917771883276,0.5657467784303464,0.7599608099281515,3063
2025-01-02,000004.SZ,amihud_illiquidity_20,-15.16039448529307,-15.16039448529307,0.7798247129684486,0.7648214870619063,3054
2025-01-02,000004.SZ,amount_change_5_20,-0.1893708184254846,-0.1893708184254846,0.22683649546249166,0.6,3056
2025-01-02,000004.SZ,low_volatility_20,-0.060931926620855316,-0.060931926620855316,-2.398339375963229,0.030461840812315753,3054
2025-01-02,000004.SZ,momentum_20,-0.22471295790049206,-0.22471295790049206,-1.7247695657129085,0.030789387487717,3054
2025-01-02,000004.SZ,momentum_60_skip_5,-0.09411764705882342,-0.09411764705882342,-1.1097432686630668,0.05631003643590593,3020
2025-01-02,000004.SZ,overnight_reversal_5,0.19015865978121382,0.09423530292914582,4.110290377294694,0.9902024820378837,3063
2025-01-02,000004.SZ,reversal_5,0.03075871496924132,0.03075871496924132,0.06534083674299138,0.4706074461136512,3063
2025-01-02,000006.SZ,amihud_illiquidity_20,-16.31576156467103,-16.31576156467103,-0.3783041204196511,0.3173927284638061,3054
2025-01-02,000006.SZ,amount_change_5_20,-0.2084207507331058,-0.2084207507331058,0.1794422728554085,0.5777414075286416,3056
2025-01-02,000006.SZ,low_volatility_20,-0.03670548490489402,-0.03670548490489402,-0.6041663672048182,0.2338683262364887,3054
2025-01-02,000006.SZ,momentum_20,-0.18447694038245221,-0.18447694038245221,-1.295032751583198,0.06583688175565018,3054
2025-01-02,000006.SZ,momentum_60_skip_5,0.5647773279352224,0.5647773279352224,2.693840416073842,0.9708512752567076,3020
2025-01-02,000006.SZ,overnight_reversal_5,0.06610369051220094,0.06610369051220094,2.8121681041337774,0.9781188765512737,3063
2025-01-02,000006.SZ,reversal_5,0.06209573091849929,0.06209573091849929,0.6622556731976318,0.802416721097322,3063
2025-01-02,000007.SZ,amihud_illiquidity_20,-14.73331294110691,-14.73331294110691,1.2079271397713687,0.907631837536849,3054
2025-01-02,000007.SZ,amount_change_5_20,-0.2617117804794986,-0.2617117804794986,0.04685981083002929,0.5194762684124387,3056
2025-01-02,000007.SZ,low_volatility_20,-0.028687053425196906,-0.028687053425196906,-0.010333665641675127,0.40124467736652475,3054
2025-01-02,000007.SZ,momentum_20,-0.009873060648801224,-0.009873060648801224,0.5698067539117208,0.784474287585981,3054
2025-01-02,000007.SZ,momentum_60_skip_5,-0.07402234636871508,-0.07402234636871508,-0.9937397161310882,0.0844650546538589,3020
2025-01-02,000007.SZ,overnight_reversal_5,0.010138499396208707,0.010138499396208707,0.2296762073800397,0.6962769431743958,3063
2025-01-02,000007.SZ,reversal_5,-0.05882352941176472,-0.05882352941176472,-1.641042784483523,0.06335728282168518,3063
2025-01-02,000008.SZ,amihud_illiquidity_20,-16.197096830815326,-16.197096830815326,-0.2593557340257747,0.3599737962659679,3054
2025-01-02,000008.SZ,amount_change_5_20,-0.5008937997576733,-0.5008937997576733,-0.5481998293948549,0.28707037643207856,3056
2025-01-02,000008.SZ,low_volatility_20,-0.047585941733101704,-0.047585941733101704,-1.409956263756978,0.10907304290861448,3054
2025-01-02,000008.SZ,momentum_20,-0.1572700296735906,-0.1572700296735906,-1.004452026860736,0.11496888306583689,3054
2025-01-02,000008.SZ,momentum_60_skip_5,0.4035087719298247,0.4035087719298247,1.7628901557705907,0.9413713150049685,3020
2025-01-02,000008.SZ,overnight_reversal_5,0.002483931271632194,0.002483931271632194,-0.12354085059261806,0.4402351404310908,3063
2025-01-02,000008.SZ,reversal_5,0.11250000000000004,0.11250000000000004,1.6223680235285554,0.9689745264532985,3063
2025-01-02,000009.SZ,amihud_illiquidity_20,-16.537830497955003,-16.537830497955003,-0.6009038804668005,0.24893547330494595,3054
2025-01-02,000009.SZ,amount_change_5_20,-0.15671163800815782,-0.15671163800815782,0.3080890921577793,0.6320785597381342,3056
2025-01-02,000009.SZ,low_volatility_20,-0.013556450576585517,-0.013556450576585517,1.1102155076748612,0.9308876514903374,3054
2025-01-02,000009.SZ,momentum_20,-0.1001011122345804,-0.1001011122345804,-0.39386504626630214,0.352112676056338,3054
2025-01-02,000009.SZ,momentum_60_skip_5,-0.028066528066528207,-0.028066528066528207,-0.7284519125406733,0.18118582312023848,3020
2025-01-02,000009.SZ,overnight_reversal_5,0.005320524311550199,0.005320524311550199,0.007352627905358869,0.5516002612671457,3063
2025-01-02,000009.SZ,reversal_5,0.048128342245989164,0.048128342245989164,0.3962015747904987,0.67472240365774,3063
2025-01-02,000010.SZ,amihud_illiquidity_20,-15.33441921047795,-15.33441921047795,0.6053840044210322,0.6953815918768425,3054
2025-01-02,000010.SZ,amount_change_5_20,-0.6121754777148495,-0.6121754777148495,-0.8250569085710451,0.20687397708674304,3056
2025-01-02,000010.SZ,low_volatility_20,-0.033660794125905794,-0.033660794125905794,-0.3786812514076742,0.2902063544055028,3054
2025-01-02,000010.SZ,momentum_20,-0.11147540983606541,-0.11147540983606541,-0.515347109247159,0.2852931542744841,3054
2025-01-02,000010.SZ,momentum_60_skip_5,0.3448275862068966,0.3448275862068966,1.4241429971376647,0.9195097714474991,3020
2025-01-02,000010.SZ,overnight_reversal_5,0.014429256871530953,0.014429256871530953,0.42767153608336367,0.7841280209013717,3063
2025-01-02,000010.SZ,reversal_5,0.0073260073260073,0.0073260073260073,-0.38101087948931445,0.25440888308295234,3063
2025-01-02,000011.SZ,amihud_illiquidity_20,-15.30296262444096,-15.30296262444096,0.6369157833159317,0.7078283655420897,3054
2025-01-02,000011.SZ,amount_change_5_20,-0.710330261478042,-0.710330261478042,-1.0692556593331026,0.1469721767594108,3056
2025-01-02,000011.SZ,low_volatility_20,-0.018732701694687368,-0.018732701694687368,0.7268703118950286,0.7225679659351457,3054
2025-01-02,000011.SZ,momentum_20,-0.13104838709677424,-0.13104838709677424,-0.7243943611845334,0.19489027186374058,3054
2025-01-02,000011.SZ,momentum_60_skip_5,0.02178899082568808,0.02178899082568808,-0.4406524218035642,0.3574031136137794,3020
2025-01-02,000011.SZ,overnight_reversal_5,0.007976306216391574,0.007976306216391574,0.1299026471589911,0.6342259960809928,3063
2025-01-02,000011.SZ,reversal_5,0.032547699214365955,0.032547699214365955,0.09941782862465733,0.4924885695623775,3063
2025-01-02,000012.SZ,amihud_illiquidity_20,-16.060620085070354,-16.060620085070354,-0.12255275845603165,0.40583033082214215,3054
2025-01-02,000012.SZ,amount_change_5_20,-0.41116713503537894,-0.41116713503537894,-0.32496934999109073,0.37054009819967265,3056
2025-01-02,000012.SZ,low_volatility_20,-0.012051098167410693,-0.012051098167410693,1.2216995915893176,0.9682279724860793,3054
2025-01-02,000012.SZ,momentum_20,-0.07052441229656425,-0.07052441229656425,-0.07797402156101559,0.5250573206681952,3054
2025-01-02,000012.SZ,momentum_60_skip_5,-0.025500910746812377,-0.025500910746812377,-0.7136414487355156,0.1888042398145081,3020
2025-01-02,000012.SZ,overnight_reversal_5,-0.0018921481520377407,-0.0018921481520377407,-0.32547332729507006,0.2955584585238406,3063
2025-01-02,000012.SZ,reversal_5,0.039252336448598046,0.039252336448598046,0.22712933263766488,0.5659699542782495,3063
2025-01-03,000001.SZ,amihud_illiquidity_20,-18.937338731833705,-18.810994073053024,-2.8935586081253697,0.0,3056
2025-01-03,000001.SZ,amount_change_5_20,0.13377253146998255,0.13377253146998255,0.9710891844126333,0.8484451718494271,3056
2025-01-03,000001.SZ,low_volatility_20,-0.011967618297033638,-0.011967618297033638,1.2572763400610032,0.9728314238952537,3056
2025-01-03,000001.SZ,momentum_20,-0.005244755244755095,-0.005244755244755095,0.9813337641774119,0.8585924713584288,3056
2025-01-03,000001.SZ,momentum_60_skip_5,-0.010016694490818101,-0.010016694490818101,-0.6275945136104372,0.24296590532936113,3022
2025-01-03,000001.SZ,overnight_reversal_5,0.0016323979759463952,0.0016323979759463952,0.03614815073290311,0.5399934704538034,3064
2025-01-03,000001.SZ,reversal_5,0.0404721753794266,0.0404721753794266,-0.4823411742490031,0.24322559582109043,3064
2025-01-03,000002.SZ,amihud_illiquidity_20,-17.999084456305734,-17.999084456305734,-2.094541376646178,0.037315875613747954,3056
2025-01-03,000002.SZ,amount_change_5_20,-0.23655751517289456,-0.23655751517289456,0.007318108745811448,0.49950900163666123,3056
2025-01-03,000002.SZ,low_volatility_20,-0.016245510702491795,-0.016245510702491795,0.9461327530552912,0.8376432078559738,3056
2025-01-03,000002.SZ,momentum_20,-0.1784037558685445,-0.1784037558685445,-0.7422995604042958,0.21407528641571194,3056
2025-01-03,000002.SZ,momentum_60_skip_5,-0.17653508771929816,-0.16488337418300658,-1.4717118264285083,0.0,3022
2025-01-03,000002.SZ,overnight_reversal_5,-0.003094213979185488,-0.003094213979185488,-0.18427157217879767,0.3780607247796278,3064
2025-01-03,000002.SZ,reversal_5,0.0679094540612517,0.0679094540612517,-0.006989992091999858,0.48188050930460335,3064
2025-01-03,000004.SZ,amihud_illiquidity_20,-15.054903269308118,-15.054903269308118,0.8028888945119073,0.776759410801964,3056
2025-01-03,000004.SZ,amount_change_5_20,-0.4578858961198161,-0.4578858961198161,-0.5686813104601416,0.281505728314239,3056
2025-01-03,000004.SZ,low_volatility_20,-0.06382107355822642,-0.06382107355822642,-2.5141766417911247,0.024549918166939442,3056
2025-01-03,000004.SZ,momentum_20,-0.3009284543965045,-0.3009284543965045,-1.9619165176882658,0.019967266775777415,3056
2025-01-03,000004.SZ,momentum_60_skip_5,0.029158383035122526,0.029158383035122526,-0.41406658599964985,0.3929162528963919,3022
2025-01-03,000004.SZ,overnight_reversal_5,0.08361651700113688,0.08131556938422602,3.7520746387258193,0.990205680705191,3064
2025-01-03,000004.SZ,reversal_5,0.17578879587894392,0.17578879587894392,1.8620208984570144,0.9715964740450539,3064
2025-01-03,000006.SZ,amihud_illiquidity_20,-16.24524424143576,-16.24524424143576,-0.36855054708016455,0.3214402618657938,3056
2025-01-03,000006.SZ,amount_change_5_20,-0.1563992969155419,-0.1563992969155419,0.21592708588323414,0.5842880523731587,3056
2025-01-03,000006.SZ,low_volatility_20,-0.03715300483474205,-0.03715300483474205,-0.5745302517713862,0.24844517184942716,3056
2025-01-03,000006.SZ,momentum_20,-0.23392461197339243,-0.23392461197339243,-1.294956929913705,0.07692307692307693,3056
2025-01-03,000006.SZ,momentum_60_skip_5,0.48560460652591186,0.48560460652591186,2.073842113178306,0.9529956967891426,3022
2025-01-03,000006.SZ,overnight_reversal_5,0.057936312661793096,0.057936312661793096,2.6618118167386915,0.9784524975514202,3064
2025-01-03,000006.SZ,reversal_5,0.10723514211886309,0.10723514211886309,0.6743280250518067,0.7864838393731636,3064
2025-01-03,000007.SZ,amihud_illiquidity_20,-14.631130199841655,-14.631130199841655,1.2199328335861308,0.9106382978723404,3056
2025-01-03,000007.SZ,amount_change_5_20,-0.14466193191630464,-0.14466193191630464,0.24647317036478236,0.5996726677577742,3056
2025-01-03,000007.SZ,low_volatility_20,-0.03147336940505905,-0.03147336940505905,-0.16143380777911728,0.3505728314238953,3056
2025-01-03,000007.SZ,momentum_20,-0.07949790794979084,-0.07949790794979084,0.24221418046187304,0.6340425531914894,3056
2025-01-03,000007.SZ,momentum_60_skip_5,-0.039548022598870136,-0.039548022598870136,-0.7885581590896591,0.15690168818272096,3022
2025-01-03,000007.SZ,overnight_reversal_5,0.012911726939355151,0.012911726939355151,0.5621457550094972,0.822069866144303,3064
2025-01-03,000007.SZ,reversal_5,0.02941176470588236,0.02941176470588236,-0.6739629217911125,0.18054195233431278,3064
2025-01-03,000008.SZ,amihud_illiquidity_20,-16.541653951693366,-16.541653951693366,-0.660253541093719,0.23600654664484452,3056
2025-01-03,000008.SZ,amount_change_5_20,-0.638948434397971,-0.638948434397971,-1.0398902735491722,0.15220949263502456,3056
2025-01-03,000008.SZ,low_volatility_20,-0.041934004124060203,-0.041934004124060203,-0.9222662692673412,0.1783960720130933,3056
2025-01-03,000008.SZ,momentum_20,-0.2857142857142857,-0.2857142857142857,-1.8104739241643288,0.028477905073649754,3056
2025-01-03,000008.SZ,momentum_60_skip_5,0.3148936170212764,0.3148936170212764,1.1433637041649611,0.8910956636875207,3022
2025-01-03,000008.SZ,overnight_reversal_5,-0.016444078613886828,-0.016444078613886828,-0.8068260555217142,0.10839046686255305,3064
2025-01-03,000008.SZ,reversal_5,0.14239482200647247,0.14239482200647247,1.2834699006966395,0.9242572641201436,3064
2025-01-03,000009.SZ,amihud_illiquidity_20,-16.43590445384037,-16.43590445384037,-0.5561832489553807,0.2644844517184943,3056
