trade_date,ts_code,symbol,name,exchange,market,list_status,list_date,delist_date,is_listed_on_date,is_mainboard_a_share,is_st,is_in_universe,has_market_data,has_valid_market_data,is_known_suspended,exclusion_reason,coverage_status
2025-01-09,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-09,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-09,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-09,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-09,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-09,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-09,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-09,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-10,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-10,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-10,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-10,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-10,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-10,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-10,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-10,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-10,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-10,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-13,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-13,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-13,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-13,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-13,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-13,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-13,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-13,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-13,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-13,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-14,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-14,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-14,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-14,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-14,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-14,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-14,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-14,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-14,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-14,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-15,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-15,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-15,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-15,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-15,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-15,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-15,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-15,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-15,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-15,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-16,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-16,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-16,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-16,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-16,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-16,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-16,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-16,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-16,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-16,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-17,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-17,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-17,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-17,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-17,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-17,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-17,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-17,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-17,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-17,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-20,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-20,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-20,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-20,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-20,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-20,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-20,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-20,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-20,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-20,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-21,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-21,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-21,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-21,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-21,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-21,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-21,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-21,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-21,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-21,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-22,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-22,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-22,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-22,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-22,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-22,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-22,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-22,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-22,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-22,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-23,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-23,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-23,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-23,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-23,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-23,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-23,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-23,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-23,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-23,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-24,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-24,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-24,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-24,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-24,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-24,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-24,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-24,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-24,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-24,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-01-27,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-01-27,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-01-27,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-01-27,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-01-27,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-01-27,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-01-27,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-01-27,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-01-27,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-01-27,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-05,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-05,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-05,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-05,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-02-05,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-02-05,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-02-05,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-02-05,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-02-05,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-02-05,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-06,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-06,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-06,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-06,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-02-06,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-02-06,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-02-06,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-02-06,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-02-06,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-02-06,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-07,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-07,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-07,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-07,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-02-07,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-02-07,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-02-07,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-02-07,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-02-07,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-02-07,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-10,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-10,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-10,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-10,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-02-10,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-02-10,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-02-10,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-02-10,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-02-10,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-02-10,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-11,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-11,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-11,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-11,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
2025-02-11,000007.SZ,000007,全新好,SZSE,主板,L,1992-04-13,,True,True,False,True,True,True,False,,covered
2025-02-11,000008.SZ,000008,神州高铁,SZSE,主板,L,1992-05-07,,True,True,False,True,True,True,False,,covered
2025-02-11,000009.SZ,000009,中国宝安,SZSE,主板,L,1991-06-25,,True,True,False,True,True,True,False,,covered
2025-02-11,000010.SZ,000010,*ST美丽,SZSE,主板,L,1995-10-27,,True,True,False,True,True,True,False,,covered
2025-02-11,000011.SZ,000011,深物业A,SZSE,主板,L,1992-03-30,,True,True,False,True,True,True,False,,covered
2025-02-11,000012.SZ,000012,南玻A,SZSE,主板,L,1992-02-28,,True,True,False,True,True,True,False,,covered
2025-02-12,000001.SZ,000001,平安银行,SZSE,主板,L,1991-04-03,,True,True,False,True,True,True,False,,covered
2025-02-12,000002.SZ,000002,万科A,SZSE,主板,L,1991-01-29,,True,True,False,True,True,True,False,,covered
2025-02-12,000004.SZ,000004,国华退,SZSE,主板,D,1990-12-01,2026-07-14,True,True,False,True,True,True,False,,covered
2025-02-12,000006.SZ,000006,深振业A,SZSE,主板,L,1992-04-27,,True,True,False,True,True,True,False,,covered
