ts_code,trade_date,symbol,name,area,industry,market,exchange,list_status,list_date,delist_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,reference_factor,open_adj,high_adj,low_adj,close_adj,limit_pre_close,up_limit,down_limit,is_suspended,is_st,is_research_universe,st_data_available,has_stock_metadata,is_listed_on_date,has_invalid_raw_price,has_invalid_adjusted_price,has_invalid_adj_factor,has_invalid_volume,has_invalid_amount,has_zero_volume,is_open_at_up_limit,is_open_at_down_limit,is_close_at_up_limit,is_close_at_down_limit,can_trade_at_open
000004.SZ,2025-01-16,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.56,13.84,13.36,13.59,13.42,0.17,1.2668,95929.01,130617.43,4.064,4.064,13.56,13.84,13.36,13.59,13.42,14.76,12.08,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-16,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.79,7.0,6.79,6.87,6.78,0.09,1.3274,212780.52,146433.956,39.74,39.74,6.79,7.0,6.79,6.87,6.78,7.46,6.1,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-16,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.04,7.15,7.0,7.08,7.04,0.04,0.5682,42008.34,29752.91,8.284,8.284,7.04,7.15,7.0,7.08,7.04,7.74,6.34,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-16,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.71,2.77,2.68,2.72,2.7,0.02,0.7407,690799.0,188358.081,22.408,22.408,2.71,2.77,2.68,2.72,2.7,2.97,2.43,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-16,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.64,8.85,8.61,8.65,8.61,0.04,0.4646,155149.71,135283.068,8.977,9.0053,8.612847989517286,8.822188044818052,8.58294226733146,8.622816563579226,8.61,9.47,7.75,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-16,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.98,3.02,2.88,2.94,3.0,-0.06,-2.0,409340.01,120509.429,10.775,10.775,2.9800000000000004,3.02,2.88,2.94,3.0,3.3,2.7,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-16,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.38,8.52,8.33,8.37,8.39,-0.02,-0.2384,34046.31,28699.348,4.411,4.411,8.38,8.52,8.33,8.37,8.39,9.23,7.55,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-16,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.05,5.13,5.03,5.08,5.06,0.02,0.3953,125644.22,63815.581,29.9276,30.3449,4.980552910044191,5.059452758124101,4.960827948024216,5.010140353074157,5.06,5.57,4.55,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-17,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.53,11.55,11.42,11.45,11.57,-0.12,-1.0372,689764.86,791230.419,127.7841,134.5794,10.947817221655024,10.966807364277148,10.843371437233335,10.871856651166523,11.57,12.73,10.41,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-17,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.58,6.65,6.45,6.63,6.88,-0.25,-3.6337,3620282.75,2369977.993,181.704,181.704,6.579999999999999,6.650000000000001,6.45,6.629999999999999,6.88,7.57,6.19,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-17,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,13.48,13.54,13.19,13.3,13.59,-0.29,-2.1339,69347.0,92345.381,4.064,4.064,13.48,13.54,13.19,13.3,13.59,14.95,12.23,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-17,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.77,6.83,6.66,6.8,6.87,-0.07,-1.0189,201219.96,136090.931,39.74,39.74,6.77,6.830000000000001,6.66,6.800000000000001,6.87,7.56,6.18,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-17,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.01,7.23,6.98,7.1,7.08,0.02,0.2825,50815.34,36213.389,8.284,8.284,7.01,7.23,6.98,7.1,7.08,7.79,6.37,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-17,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.7,2.71,2.66,2.69,2.72,-0.03,-1.1029,463244.0,124460.114,22.408,22.408,2.7,2.71,2.66,2.69,2.72,2.99,2.45,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-17,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.62,8.69,8.58,8.66,8.65,0.01,0.1156,88403.44,76362.5,8.977,9.0053,8.592910841393401,8.662690859826991,8.553036545145636,8.632785137641166,8.65,9.52,7.79,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-17,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.91,2.96,2.86,2.92,2.94,-0.02,-0.6803,210869.0,61318.076,10.775,10.775,2.91,2.96,2.86,2.92,2.94,3.23,2.65,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-17,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.33,8.5,8.27,8.39,8.37,0.02,0.2389,30920.01,25939.736,4.411,4.411,8.33,8.5,8.27,8.39,8.37,9.21,7.53,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-17,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.05,5.11,5.03,5.09,5.08,0.01,0.1969,84481.41,42984.125,29.9276,30.3449,4.980552910044191,5.039727796104124,4.960827948024216,5.0200028340841465,5.08,5.59,4.57,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-20,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.5,11.52,11.4,11.42,11.45,-0.03,-0.262,832029.13,953092.179,127.7841,134.5794,10.919332007721836,10.93832215034396,10.82438129461121,10.843371437233335,11.45,12.6,10.31,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-20,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.6,6.94,6.48,6.85,6.63,0.22,3.3183,2988167.47,2009728.944,181.704,181.704,6.6,6.940000000000001,6.480000000000001,6.85,6.63,7.29,5.97,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-20,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,11.97,11.97,11.97,11.97,13.3,-1.33,-10.0,44590.0,53374.23,4.064,4.064,11.97,11.97,11.97,11.97,13.3,14.63,11.97,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False
000006.SZ,2025-01-20,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.9,7.48,6.7,7.48,6.8,0.68,10.0,400798.22,291054.654,39.74,39.74,6.9,7.480000000000001,6.700000000000001,7.480000000000001,6.8,7.48,6.12,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True
000007.SZ,2025-01-20,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.12,7.33,7.03,7.19,7.1,0.09,1.2676,65183.85,47183.57,8.284,8.284,7.12,7.33,7.03,7.19,7.1,7.81,6.39,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-20,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.68,2.7,2.62,2.66,2.69,-0.03,-1.1152,584978.0,155244.01,22.408,22.408,2.68,2.7,2.62,2.66,2.69,2.96,2.42,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-20,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.71,8.85,8.67,8.72,8.66,0.06,0.6928,107580.98,93976.19,8.977,9.0053,8.682628007950875,8.822188044818052,8.642753711703108,8.692596582012815,8.66,9.53,7.79,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-20,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.95,3.0,2.89,2.9,2.92,-0.02,-0.6849,256138.0,75139.765,10.775,10.775,2.95,3.0,2.89,2.9,2.92,3.21,2.63,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-20,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.39,8.62,8.25,8.56,8.39,0.17,2.0262,48809.07,41398.294,4.411,4.411,8.39,8.62,8.25,8.56,8.39,9.23,7.55,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-20,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,5.06,5.09,4.92,4.93,5.09,-0.16,-3.1434,242900.92,120560.489,29.9276,30.3449,4.99041539105418,5.0200028340841465,4.852340656914342,4.862203137924331,5.09,5.6,4.58,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-21,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.45,11.45,11.32,11.33,11.42,-0.09,-0.7881,902068.94,1024879.174,127.7841,134.5794,10.871856651166523,10.871856651166523,10.748420724122711,10.757915795433773,11.42,12.56,10.28,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-21,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,6.84,7.54,6.82,7.36,6.85,0.51,7.4453,5849397.09,4290640.172,181.704,181.704,6.84,7.54,6.820000000000001,7.36,6.85,7.54,6.17,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-21,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,11.25,11.82,11.25,11.45,11.97,-0.52,-4.3442,209233.0,238461.195,4.064,4.064,11.25,11.82,11.25,11.45,11.97,13.17,10.77,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-21,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,7.36,8.23,7.25,7.58,7.48,0.1,1.3369,928768.09,724160.017,39.74,39.74,7.359999999999999,8.23,7.25,7.579999999999999,7.48,8.23,6.73,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-21,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.25,7.28,7.1,7.13,7.19,-0.06,-0.8345,39040.57,27908.295,8.284,8.284,7.25,7.28,7.1,7.13,7.19,7.91,6.47,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-21,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.67,2.68,2.6,2.61,2.66,-0.05,-1.8797,515785.0,135405.726,22.408,22.408,2.67,2.68,2.6,2.61,2.66,2.93,2.39,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-21,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.8,8.83,8.6,8.64,8.72,-0.08,-0.9174,85851.74,74322.337,8.977,9.0053,8.772345174508345,8.80225089669417,8.57297369326952,8.612847989517286,8.72,9.59,7.85,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-21,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.89,3.06,2.88,2.96,2.9,0.06,2.069,363304.0,107852.855,10.775,10.775,2.89,3.0599999999999996,2.88,2.96,2.9,3.19,2.61,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-21,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.54,8.76,8.47,8.5,8.56,-0.06,-0.7009,64328.0,55462.651,4.411,4.411,8.54,8.76,8.47,8.5,8.56,9.42,7.7,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-21,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.93,4.96,4.87,4.91,4.93,-0.02,-0.4057,128213.36,62869.215,29.9276,30.3449,4.862203137924331,4.891790580954296,4.8030282518644,4.842478175904354,4.93,5.42,4.44,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-22,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.32,11.33,11.08,11.09,11.33,-0.24,-2.1183,1347129.22,1504818.607,127.7841,134.5794,10.748420724122711,10.757915795433773,10.520539012657212,10.530034083968275,11.33,12.46,10.2,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-22,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.27,7.36,6.98,7.02,7.36,-0.34,-4.6196,3448727.8,2457396.391,181.704,181.704,7.2700000000000005,7.36,6.98,7.02,7.36,8.1,6.62,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-22,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,11.09,11.2,10.7,10.8,11.45,-0.65,-5.6769,143337.51,155645.548,4.064,4.064,11.09,11.2,10.7,10.8,11.45,12.6,10.31,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-22,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,7.1,7.35,6.98,7.03,7.58,-0.55,-7.2559,559390.23,399372.316,39.74,39.74,7.1,7.35,6.980000000000001,7.03,7.58,8.34,6.82,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-22,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.03,7.11,6.94,6.97,7.13,-0.16,-2.244,36341.67,25446.175,8.284,8.284,7.03,7.11,6.94,6.97,7.13,7.84,6.42,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-22,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.61,2.61,2.55,2.56,2.61,-0.05,-1.9157,404834.6,103973.19,22.408,22.408,2.61,2.61,2.55,2.56,2.61,2.87,2.35,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-22,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.64,8.64,8.46,8.56,8.64,-0.08,-0.9259,103666.08,88498.864,8.977,9.0053,8.612847989517286,8.612847989517286,8.433413656402342,8.533099397021756,8.64,9.5,7.78,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-22,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.92,2.93,2.75,2.78,2.96,-0.18,-6.0811,326129.0,90991.542,10.775,10.775,2.92,2.93,2.75,2.78,2.96,3.26,2.66,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-22,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.5,8.5,8.31,8.33,8.5,-0.17,-2.0,39333.0,32933.804,4.411,4.411,8.5,8.5,8.31,8.33,8.5,9.35,7.65,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-22,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.9,4.91,4.86,4.9,4.91,-0.01,-0.2037,87356.36,42643.192,29.9276,30.3449,4.832615694894366,4.842478175904354,4.793165770854411,4.832615694894366,4.91,5.4,4.42,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-23,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.17,11.4,11.17,11.32,11.09,0.23,2.0739,1514920.27,1715172.472,127.7841,134.5794,10.605994654456774,10.82438129461121,10.605994654456774,10.748420724122711,11.09,12.2,9.98,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-23,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.15,7.7,7.08,7.36,7.02,0.34,4.8433,4416581.31,3245710.622,181.704,181.704,7.15,7.7,7.08,7.36,7.02,7.72,6.32,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-23,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,10.83,11.29,10.58,10.6,10.8,-0.2,-1.8519,123121.5,134778.076,4.064,4.064,10.83,11.29,10.58,10.6,10.8,11.88,9.72,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-23,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,7.16,7.31,6.88,6.88,7.03,-0.15,-2.1337,453150.36,322820.712,39.74,39.74,7.16,7.309999999999999,6.88,6.88,7.03,7.73,6.33,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-23,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,7.01,7.17,6.93,6.96,6.97,-0.01,-0.1435,38623.44,27229.966,8.284,8.284,7.01,7.17,6.93,6.96,6.97,7.67,6.27,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-23,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.59,2.66,2.56,2.56,2.56,0.0,0.0,585980.6,152836.105,22.408,22.408,2.59,2.66,2.56,2.56,2.56,2.82,2.3,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-23,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.65,8.77,8.52,8.53,8.56,-0.03,-0.3505,129813.41,112114.181,8.977,9.0053,8.622816563579226,8.742439452322522,8.493225100773987,8.503193674835929,8.56,9.42,7.7,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-23,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.79,2.9,2.74,2.76,2.78,-0.02,-0.7194,271337.0,76783.016,10.775,10.775,2.79,2.9,2.74,2.76,2.78,3.06,2.5,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-23,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.13,8.28,8.08,8.09,8.33,-0.24,-2.8812,74531.88,60915.366,4.411,4.411,8.13,8.28,8.08,8.09,8.33,9.16,7.5,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-23,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.93,4.98,4.92,4.94,4.9,0.04,0.8163,162352.3,80405.597,29.9276,30.3449,4.862203137924331,4.911515542974273,4.852340656914342,4.872065618934319,4.9,5.39,4.41,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-24,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.32,11.39,11.22,11.34,11.32,0.02,0.1767,944944.21,1069899.088,127.7841,134.5794,10.748420724122711,10.814886223300148,10.653470011012086,10.767410866744836,11.32,12.45,10.19,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-24,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.33,7.54,7.21,7.39,7.36,0.03,0.4076,2555024.24,1885566.128,181.704,181.704,7.329999999999999,7.54,7.209999999999999,7.390000000000001,7.36,8.1,6.62,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-24,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,10.5,10.68,10.35,10.53,10.6,-0.07,-0.6604,86430.01,90632.445,4.064,4.064,10.5,10.68,10.35,10.53,10.6,11.66,9.54,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-24,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.89,7.1,6.74,7.05,6.88,0.17,2.4709,403265.04,279512.884,39.74,39.74,6.89,7.1,6.739999999999999,7.050000000000001,6.88,7.57,6.19,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-24,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.97,7.1,6.83,6.9,6.96,-0.06,-0.8621,47635.44,32994.383,8.284,8.284,6.97,7.1,6.83,6.9,6.96,7.66,6.26,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-24,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.57,2.58,2.52,2.57,2.56,0.01,0.3906,454077.34,115635.397,22.408,22.408,2.57,2.58,2.52,2.57,2.56,2.82,2.3,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-24,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.54,8.63,8.51,8.54,8.53,0.01,0.1172,118421.43,101515.626,8.977,9.0053,8.51316224889787,8.602879415455345,8.483256526712047,8.51316224889787,8.53,9.38,7.68,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-24,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.76,2.78,2.69,2.77,2.76,0.01,0.3623,165481.0,45571.455,10.775,10.775,2.76,2.78,2.69,2.77,2.76,3.04,2.48,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-24,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.03,8.14,8.01,8.1,8.09,0.01,0.1236,39822.96,32133.335,4.411,4.411,8.03,8.14,8.01,8.1,8.09,8.9,7.28,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-24,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.95,4.97,4.9,4.95,4.94,0.01,0.2024,131301.39,64862.927,29.9276,30.3449,4.881928099944307,4.901653061964284,4.832615694894366,4.881928099944307,4.94,5.43,4.45,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-01-27,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.38,11.55,11.38,11.47,11.34,0.13,1.1464,1151934.71,1324270.607,127.7841,134.5794,10.805391151989086,10.966807364277148,10.805391151989086,10.890846793788649,11.34,12.47,10.21,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-01-27,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.38,7.56,7.22,7.27,7.39,-0.12,-1.6238,2151753.29,1580357.769,181.704,181.704,7.38,7.5600000000000005,7.220000000000001,7.2700000000000005,7.39,8.13,6.65,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-01-27,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,10.58,10.77,10.35,10.41,10.53,-0.12,-1.1396,69209.5,72925.019,4.064,4.064,10.58,10.77,10.35,10.41,10.53,11.58,9.48,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000006.SZ,2025-01-27,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.99,7.17,6.71,6.77,7.05,-0.28,-3.9716,303623.0,209665.102,39.74,39.74,6.989999999999999,7.17,6.709999999999999,6.77,7.05,7.76,6.35,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000007.SZ,2025-01-27,000007,全新好,深圳,其他商业,主板,SZSE,L,1992-04-13,,6.95,7.13,6.91,6.95,6.9,0.05,0.7246,46303.1,32535.499,8.284,8.284,6.95,7.13,6.91,6.95,6.9,7.59,6.21,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000008.SZ,2025-01-27,000008,神州高铁,北京,运输设备,主板,SZSE,L,1992-05-07,,2.58,2.61,2.52,2.52,2.57,-0.05,-1.9455,461239.6,118119.255,22.408,22.408,2.58,2.61,2.52,2.52,2.57,2.83,2.31,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000009.SZ,2025-01-27,000009,中国宝安,深圳,电气设备,主板,SZSE,L,1991-06-25,,8.53,8.59,8.31,8.31,8.54,-0.23,-2.6932,197030.2,165998.31,8.977,9.0053,8.503193674835929,8.563005119207578,8.283885045473221,8.283885045473221,8.54,9.39,7.69,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000010.SZ,2025-01-27,000010,*ST美丽,深圳,建筑工程,主板,SZSE,L,1995-10-27,,2.79,3.02,2.76,2.77,2.77,0.0,0.0,236718.0,67332.932,10.775,10.775,2.79,3.02,2.76,2.77,2.77,3.05,2.49,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000011.SZ,2025-01-27,000011,深物业A,深圳,房产服务,主板,SZSE,L,1992-03-30,,8.09,8.27,8.09,8.1,8.1,0.0,0.0,36332.0,29715.97,4.411,4.411,8.09,8.27,8.09,8.1,8.1,8.91,7.29,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000012.SZ,2025-01-27,000012,南玻A,深圳,玻璃,主板,SZSE,L,1992-02-28,,4.96,5.04,4.95,4.98,4.95,0.03,0.6061,120626.88,60318.922,29.9276,30.3449,4.891790580954296,4.970690429034204,4.881928099944307,4.911515542974273,4.95,5.45,4.46,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000001.SZ,2025-02-05,000001,平安银行,深圳,银行,主板,SZSE,L,1991-04-03,,11.5,11.52,11.33,11.37,11.47,-0.1,-0.8718,843433.7,961193.579,127.7841,134.5794,10.919332007721836,10.93832215034396,10.757915795433773,10.795896080678022,11.47,12.62,10.32,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000002.SZ,2025-02-05,000002,万科A,深圳,全国地产,主板,SZSE,L,1991-01-29,,7.05,7.18,6.88,6.97,7.27,-0.3,-4.1265,2765846.82,1931084.569,181.704,181.704,7.05,7.18,6.88,6.97,7.27,8.0,6.54,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
000004.SZ,2025-02-05,000004,国华退,,,主板,SZSE,D,1990-12-01,2026-07-14,10.65,11.45,10.62,11.45,10.41,1.04,9.9904,100505.47,112119.188,4.064,4.064,10.65,11.45,10.62,11.45,10.41,11.45,9.37,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True
000006.SZ,2025-02-05,000006,深振业A,深圳,区域地产,主板,SZSE,L,1992-04-27,,6.7,6.94,6.5,6.75,6.77,-0.02,-0.2954,366680.02,243782.449,39.74,39.74,6.700000000000001,6.94,6.5,6.75,6.77,7.45,6.09,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
