positive_years,total_years,positive_year_ratio,average_year_return,year_return_std,worst_year,worst_year_return,best_year,best_year_return
6,6,1.0,0.21898308199976158,0.2167584719635409,2024,0.0318003207955706,2025,0.6244950604137469
