ts_code,name,start_date,end_date,ann_date,change_reason
002356.SZ,*ST赫美,2019-05-06,2022-07-04,2019-04-30,*ST
002358.SZ,ST森源,2021-04-30,2023-03-20,2021-04-29,ST
002359.SZ,*ST北讯,2019-05-06,2021-06-09,2019-04-30,*ST
002360.SZ,ST同德,2026-04-29,,2026-04-28,ST
002366.SZ,*ST海核,2022-05-06,2023-05-18,2022-04-30,*ST
002373.SZ,*ST联信,2014-04-11,2014-06-15,2014-04-10,*ST
002379.SZ,*ST鲁丰,2016-04-22,2017-05-23,2016-04-21,*ST
002388.SZ,ST新亚,2024-11-13,2026-01-12,2024-11-12,ST
002411.SZ,*ST必康,2022-07-01,2023-06-18,2022-06-30,*ST
002417.SZ,*ST元达,2015-04-30,2016-03-22,2015-04-29,*ST
002417.SZ,*ST深南,2022-04-21,2023-06-14,2022-04-20,*ST
002418.SZ,*ST康盛,2020-04-30,2021-06-08,2020-04-29,*ST
002420.SZ,*ST毅昌,2019-04-30,2020-07-22,2019-04-27,*ST
002420.SZ,ST毅昌,2020-07-23,2021-03-21,2020-07-22,撤消*ST并实行ST
002423.SZ,*ST中特,2016-05-03,2017-04-20,2016-04-29,*ST
002424.SZ,ST百灵,2024-05-06,2025-06-29,2024-04-30,ST
002424.SZ,ST百灵,2025-12-23,,2025-12-20,ST
002425.SZ,ST凯文,2024-09-19,2025-12-10,2024-09-18,ST
002426.SZ,*ST胜利,2020-04-30,2021-05-09,2020-04-29,*ST
002427.SZ,ST尤夫,2018-02-08,2018-05-02,2018-02-07,ST
002427.SZ,*ST尤夫,2018-05-03,2020-08-03,2018-05-02,从ST变为*ST
002427.SZ,ST尤夫,2020-08-04,2022-04-24,2020-08-03,撤消*ST并实行ST
002427.SZ,*ST尤夫,2022-04-25,2023-05-11,2022-04-22,从ST变为*ST
002431.SZ,ST棕榈,2026-04-28,,2026-04-25,ST
002433.SZ,ST太安,2022-09-28,2023-05-04,2022-09-27,ST
002433.SZ,*ST太安,2023-05-05,2024-06-13,2023-04-29,从ST变为*ST
002435.SZ,ST长康,2024-05-06,,2024-04-30,ST
002445.SZ,ST中南,2018-10-31,2020-04-29,2018-10-30,ST
002445.SZ,*ST中南,2020-04-30,2021-06-10,2020-04-29,从ST变为*ST
002447.SZ,*ST晨鑫,2020-05-06,2022-06-05,2020-04-30,*ST
002450.SZ,ST康得新,2019-01-23,2019-05-05,2019-01-22,ST
002450.SZ,*ST康得,2019-05-06,2021-04-13,2019-04-30,从ST变为*ST
002459.SZ,*ST天业,2014-03-17,2015-04-12,2014-03-14,*ST
002464.SZ,*ST众应,2021-04-26,2022-06-06,2021-04-23,*ST
002470.SZ,*ST金正,2020-07-01,2021-12-28,2020-06-30,*ST
002470.SZ,ST金正,2021-12-29,2023-07-23,2021-12-28,撤消*ST并实行ST
002473.SZ,*ST圣莱,2017-05-02,2019-03-18,2017-04-28,*ST
002473.SZ,ST圣莱,2020-07-27,2021-04-29,2020-07-24,ST
002473.SZ,*ST圣莱,2021-04-30,2022-05-30,2021-04-29,从ST变为*ST
002482.SZ,ST广田,2022-07-12,2023-05-04,2022-07-09,ST
002482.SZ,*ST广田,2023-05-05,2024-06-17,2023-04-29,从ST变为*ST
002485.SZ,*ST雪发,2022-05-06,2023-12-24,2022-04-30,*ST
002485.SZ,ST雪发,2023-12-25,,2023-12-22,撤消*ST并实行ST
002490.SZ,*ST墨龙,2017-04-07,2018-04-15,2017-04-06,*ST
002490.SZ,ST墨龙,2024-04-01,2025-05-05,2024-03-29,ST
002496.SZ,ST辉丰,2018-08-14,2019-02-10,2018-08-13,ST
002496.SZ,*ST辉丰,2020-04-29,2021-06-15,2020-04-29,*ST
002496.SZ,ST辉丰,2021-06-16,2022-05-12,2021-06-15,撤消*ST并实行ST
002496.SZ,*ST辉丰,2025-04-23,2026-06-17,2025-04-22,*ST
002499.SZ,*ST科林,2019-04-26,2023-03-26,2019-04-25,*ST
002501.SZ,*ST利源,2019-05-06,2022-06-30,2019-04-30,*ST
002501.SZ,*ST利源,2026-04-30,,2026-04-29,*ST
002502.SZ,*ST鼎龙,2020-04-30,2021-05-24,2020-04-29,*ST
002502.SZ,ST鼎龙,2023-05-05,,2023-04-29,ST
002503.SZ,*ST搜特,2023-04-26,,2023-04-25,*ST
002504.SZ,*ST弘高,2017-05-03,2018-05-10,2017-05-02,*ST
002504.SZ,ST弘高,2021-04-23,2023-04-27,2021-04-22,ST
002504.SZ,*ST弘高,2023-04-28,,2023-04-27,从ST变为*ST
002506.SZ,ST超日,2013-02-01,2013-05-02,2013-01-31,ST
002506.SZ,*ST超日,2013-05-03,2015-03-08,2013-04-27,从ST变为*ST
002506.SZ,*ST集成,2015-03-09,2015-08-11,2015-01-24,其他
002512.SZ,ST达华,2026-03-03,,2026-02-27,ST
002513.SZ,*ST蓝丰,2016-04-27,2017-04-06,2016-04-26,*ST
002513.SZ,*ST蓝丰,2020-04-29,2021-06-20,2020-04-28,*ST
002514.SZ,*ST宝馨,2026-05-06,,2026-04-30,*ST
002528.SZ,ST英飞拓,2024-05-06,2026-04-29,2024-04-30,ST
002528.SZ,*ST英飞,2026-04-30,,2026-04-29,从ST变为*ST
002529.SZ,*ST海源,2020-05-06,2021-06-21,2020-04-30,*ST
002529.SZ,*ST海源,2025-04-29,2026-06-14,2025-04-28,*ST
002535.SZ,*ST林重,2020-05-06,2021-06-23,2020-04-30,*ST
002535.SZ,ST林重,2021-06-24,2023-06-14,2021-06-23,撤消*ST并实行ST
002538.SZ,ST司特,2026-03-31,,2026-03-27,ST
002542.SZ,*ST中岩,2026-04-21,,2026-04-18,*ST
002547.SZ,*ST春兴,2026-04-30,,2026-04-29,*ST
002552.SZ,*ST宝鼎,2018-05-03,2019-03-05,2018-05-02,*ST
002564.SZ,*ST天沃,2023-06-30,2025-04-14,2023-06-29,*ST
002569.SZ,*ST步森,2019-04-30,2020-06-08,2019-04-29,*ST
002569.SZ,ST步森,2020-06-09,2025-04-27,2020-06-08,撤消*ST并实行ST
002569.SZ,*ST步森,2025-04-28,,2025-04-25,从ST变为*ST
002570.SZ,*ST因美,2018-04-27,2019-04-17,2018-04-26,*ST
002571.SZ,*ST德力,2017-04-25,2018-04-09,2017-04-24,*ST
002575.SZ,ST群兴,2020-04-22,2020-06-23,2020-04-21,ST
002575.SZ,*ST群兴,2020-06-24,2022-06-05,2020-06-23,从ST变为*ST
002581.SZ,ST未名,2025-07-08,2026-04-29,2025-07-05,ST
002581.SZ,*ST未名,2026-04-30,,2026-04-29,从ST变为*ST
002586.SZ,ST围海,2019-05-29,2020-05-05,2019-05-28,ST
002586.SZ,*ST围海,2020-05-06,2022-11-20,2020-04-30,从ST变为*ST
002586.SZ,ST围海,2022-11-21,2023-05-04,2022-11-18,撤消*ST并实行ST
002586.SZ,*ST围海,2023-05-05,2025-12-22,2023-04-29,从ST变为*ST
002586.SZ,ST围海,2025-12-23,2026-08-30,2025-12-20,撤消*ST并实行ST
002592.SZ,ST八菱,2020-07-02,,2020-07-01,ST
002598.SZ,ST章鼓,2026-04-08,,2026-04-04,ST
002602.SZ,ST华通,2024-11-08,2025-11-11,2024-11-07,ST
002604.SZ,ST龙力,2018-01-19,2018-05-01,2018-01-18,ST
002604.SZ,*ST龙力,2018-05-02,2020-05-31,2018-04-27,从ST变为*ST
002608.SZ,*ST舜船,2015-04-30,2017-04-18,2015-04-29,*ST
002610.SZ,ST爱康,2024-05-06,,2024-04-30,ST
002618.SZ,*ST丹邦,2021-04-30,2022-05-30,2021-04-29,*ST
002619.SZ,*ST艾格,2021-04-30,,2021-04-29,*ST
002620.SZ,ST瑞和,2025-04-30,2026-04-29,2025-04-29,ST
002620.SZ,*ST瑞和,2026-04-30,,2026-04-29,从ST变为*ST
002621.SZ,*ST美吉,2024-05-06,,2024-04-30,*ST
002629.SZ,*ST仁智,2019-04-30,2020-09-17,2019-04-29,*ST
002629.SZ,ST仁智,2020-09-18,2021-12-16,2020-09-17,撤消*ST并实行ST
002630.SZ,ST华西,2025-04-30,2026-04-29,2025-04-29,ST
002630.SZ,*ST华西,2026-04-30,,2026-04-29,从ST变为*ST
002633.SZ,*ST申科,2015-01-28,2016-03-29,2015-01-27,*ST
002634.SZ,*ST棒杰,2026-04-28,,2026-04-25,*ST
002638.SZ,*ST勤上,2020-07-01,2021-07-15,2020-06-30,*ST
002640.SZ,*ST跨境,2021-05-07,2022-09-29,2021-04-30,*ST
002642.SZ,*ST荣联,2019-04-26,2020-06-08,2019-04-25,*ST
002647.SZ,*ST仁东,2025-01-03,2026-04-13,2024-12-31,*ST
002650.SZ,ST加加,2020-06-15,2021-07-27,2020-06-12,ST
002650.SZ,ST加加,2024-04-30,,2024-04-29,ST
002656.SZ,ST摩登,2020-01-13,2025-01-13,2020-01-10,ST
002656.SZ,*ST摩登,2025-01-14,2025-03-09,2025-01-11,从ST变为*ST
002656.SZ,ST摩登,2025-03-10,2025-04-28,2025-03-07,撤消*ST并实行ST
002656.SZ,*ST摩登,2025-04-29,2026-07-19,2025-04-28,从ST变为*ST
002665.SZ,ST航高,2024-04-30,,2024-04-27,ST
002667.SZ,*ST威领,2026-05-06,,2026-04-30,*ST
002668.SZ,ST奥马,2021-09-07,2022-09-22,2021-09-04,ST
002681.SZ,*ST奋达,2020-05-06,2021-04-12,2020-04-30,*ST
002684.SZ,*ST猛狮,2019-05-06,2020-11-01,2019-04-30,*ST
002684.SZ,ST猛狮,2020-11-02,2021-04-29,2020-10-30,撤消*ST并实行ST
002684.SZ,*ST猛狮,2021-04-30,2022-06-05,2021-04-29,从ST变为*ST
002689.SZ,ST远智,2025-12-02,,2025-11-29,ST
002691.SZ,*ST冀凯,2026-04-30,,2026-04-29,*ST
002692.SZ,ST远程,2019-06-04,2023-11-06,2019-06-03,ST
002693.SZ,*ST双成,2025-04-30,2026-05-24,2025-04-29,*ST
002694.SZ,*ST顾地,2026-04-30,,2026-04-29,*ST
002699.SZ,ST美盛,2022-06-06,2023-05-04,2022-06-02,ST
002699.SZ,*ST美盛,2023-05-05,,2023-04-29,从ST变为*ST
002700.SZ,ST浩源,2020-04-30,2025-03-23,2020-04-29,ST
002711.SZ,ST欧浦,2019-04-24,2019-05-05,2019-04-23,ST
002711.SZ,*ST欧浦,2019-05-06,2021-06-01,2019-04-30,从ST变为*ST
002713.SZ,*ST东易,2025-04-30,2026-07-19,2025-04-29,*ST
002716.SZ,ST金贵,2019-10-09,2020-04-29,2019-10-08,ST
002716.SZ,*ST金贵,2020-04-30,2021-06-27,2020-04-29,从ST变为*ST
002717.SZ,ST岭南,2025-04-30,2026-04-29,2025-04-29,ST
002717.SZ,*ST岭南,2026-04-30,,2026-04-29,从ST变为*ST
002719.SZ,*ST麦趣,2020-05-06,2021-12-19,2020-04-30,*ST
002719.SZ,ST麦趣,2026-04-29,,2026-04-28,ST
002721.SZ,*ST金一,2023-05-05,2024-06-11,2023-04-30,*ST
002721.SZ,ST金一,2024-06-12,2025-06-15,2024-06-08,撤消*ST并实行ST
002726.SZ,ST龙大,2026-04-30,,2026-04-29,ST
002731.SZ,ST萃华,2026-02-10,2026-07-06,2026-02-07,ST
002731.SZ,*ST萃华,2026-07-07,,2026-07-06,从ST变为*ST
002740.SZ,ST爱迪尔,2022-05-05,2023-05-04,2022-04-29,ST
002740.SZ,*ST爱迪,2023-05-05,,2023-04-29,从ST变为*ST
002742.SZ,ST三圣,2022-09-27,2025-04-28,2022-09-24,ST
002742.SZ,*ST三圣,2025-04-29,2026-05-05,2025-04-26,从ST变为*ST
002743.SZ,ST富煌,2026-09-08,,2026-09-05,ST
002748.SZ,ST世龙,2024-05-17,2025-05-21,2024-05-16,ST
002750.SZ,*ST龙津,2024-05-06,2025-06-05,2024-04-30,*ST
002751.SZ,*ST易尚,2022-05-06,2023-06-19,2022-04-30,*ST
002759.SZ,ST天际,2026-07-15,,2026-07-14,ST
002762.SZ,*ST金比,2025-04-24,2026-06-21,2025-04-23,*ST
002766.SZ,*ST索菱,2019-05-06,2020-11-02,2019-04-30,*ST
002766.SZ,ST索菱,2020-11-03,2021-04-12,2020-11-02,撤消*ST并实行ST
002766.SZ,*ST索菱,2021-04-13,2022-05-10,2021-04-10,从ST变为*ST
002770.SZ,ST科迪,2020-06-29,2021-05-05,2020-06-24,ST
002770.SZ,*ST科迪,2021-05-06,2022-05-31,2021-04-30,从ST变为*ST
002776.SZ,ST柏龙,2021-04-08,2023-05-03,2021-04-07,ST
002776.SZ,*ST柏龙,2023-05-04,,2023-04-28,从ST变为*ST
002781.SZ,ST奇信,2022-04-20,2022-05-05,2022-04-19,ST
002781.SZ,*ST奇信,2022-05-06,2023-06-11,2022-04-30,从ST变为*ST
002789.SZ,*ST建艺,2025-04-28,,2025-04-25,*ST
002800.SZ,ST天顺,2023-04-28,2024-06-12,2023-04-27,ST
002808.SZ,ST恒久,2023-05-05,2025-04-24,2023-04-29,ST
002808.SZ,*ST恒久,2025-04-25,2026-06-22,2025-04-24,从ST变为*ST
002816.SZ,*ST和科,2023-04-28,2024-09-09,2023-04-27,*ST
002816.SZ,*ST和科,2025-04-30,,2025-04-29,*ST
002822.SZ,ST中装,2024-02-27,2025-08-20,2024-02-24,ST
002822.SZ,*ST中装,2025-08-21,2026-01-21,2025-08-20,从ST变为*ST
002822.SZ,ST中装,2026-01-22,,2026-01-21,撤消*ST并实行ST
002848.SZ,*ST高斯,2025-04-28,2026-06-01,2025-04-25,*ST
002856.SZ,*ST美芝,2026-04-30,,2026-04-29,*ST
002868.SZ,*ST绿康,2025-04-30,2026-05-12,2025-04-29,*ST
002872.SZ,*ST天圣,2019-04-29,2020-07-12,2019-04-26,*ST
002872.SZ,ST天圣,2020-07-13,,2020-07-10,撤消*ST并实行ST
002883.SZ,*ST中设,2026-05-06,,2026-04-30,*ST
002898.SZ,*ST赛隆,2025-04-28,2026-06-25,2025-04-25,*ST
002932.SZ,*ST明德,2026-04-22,,2026-04-21,*ST
002951.SZ,ST金时,2023-07-19,2024-03-28,2023-07-18,ST
002951.SZ,*ST金时,2024-03-29,2025-05-22,2024-03-28,从ST变为*ST
002977.SZ,*ST天箭,2026-04-24,,2026-04-23,*ST
003004.SZ,*ST声迅,2025-05-06,2026-05-19,2025-04-30,*ST
003032.SZ,*ST传智,2025-04-23,2026-06-10,2025-04-22,*ST
600052.SH,*ST广厦,2007-04-24,2008-06-12,2007-04-23,*ST
600053.SH,ST江纸,2003-04-30,2003-05-11,2003-04-29,ST
600053.SH,*ST江纸,2003-05-12,2005-01-31,2003-04-29,从ST变为*ST
600053.SH,ST江纸,2005-02-01,2006-10-08,2005-01-31,撤消*ST并实行ST
600053.SH,SST江纸,2006-10-09,2006-12-28,2006-09-28,其他
600053.SH,ST江纸,2006-12-29,2007-02-14,2006-12-28,其他
600053.SH,*ST九鼎,2026-04-30,,2026-04-29,*ST
600057.SH,ST厦新,2002-04-22,2003-04-20,2002-04-19,ST
600057.SH,*ST夏新,2008-05-05,2011-08-28,2008-04-30,*ST
600069.SH,*ST银鸽,2015-03-24,2016-04-04,2015-03-21,*ST
600069.SH,*ST银鸽,2020-04-30,2020-07-09,2020-04-29,*ST
600070.SH,ST富润,2023-05-04,2024-04-29,2023-04-28,ST
600070.SH,*ST富润,2024-04-30,,2024-04-27,从ST变为*ST
600071.SH,*ST光学,2015-05-04,2016-03-08,2015-04-30,*ST
600072.SH,*ST钢构,2014-04-01,2015-05-10,2014-03-31,*ST
600074.SH,*ST中达,2011-04-26,2012-06-11,2011-04-25,*ST
600074.SH,ST中达,2012-06-12,2012-09-03,2012-06-11,撤消*ST并实行ST
600074.SH,*ST中达,2013-04-26,2014-05-13,2013-04-26,*ST
600074.SH,ST保千里,2017-12-29,2018-05-02,2017-12-28,ST
600074.SH,*ST保千,2018-05-03,2020-04-09,2018-05-02,从ST变为*ST
600075.SH,*ST新业,2014-03-31,2015-04-02,2014-03-28,*ST
600076.SH,*ST华光,2006-04-21,2006-08-07,2006-04-20,*ST
600076.SH,*ST华光,2006-10-09,2007-06-26,2006-09-28,其他
600076.SH,ST华光,2007-06-27,2009-03-16,2007-06-26,撤消*ST并实行ST
600076.SH,*ST华光,2009-03-17,2010-06-08,2009-03-16,从ST变为*ST
600076.SH,ST华光,2010-06-09,2012-04-16,2010-06-08,撤消*ST并实行ST
600076.SH,*ST华光,2012-04-17,2013-03-06,2012-04-16,从ST变为*ST
600077.SH,*ST国能,2004-04-23,2005-06-07,2004-04-22,*ST
600077.SH,*ST百科,2010-03-01,2011-05-05,2010-02-26,*ST
600077.SH,ST百科,2011-05-06,2011-10-31,2011-05-05,撤消*ST并实行ST
600077.SH,*ST宋都,2023-05-05,,2023-04-29,*ST
600078.SH,*ST澄星,2021-05-06,2022-08-15,2021-04-30,*ST
600078.SH,ST澄星,2022-08-16,2024-06-23,2022-08-15,撤消*ST并实行ST
600079.SH,ST人福,2025-12-16,,2025-12-13,ST
600080.SH,*ST金花,2007-04-17,2008-06-05,2007-04-14,*ST
600080.SH,ST金花,2008-06-06,2010-04-26,2008-06-05,撤消*ST并实行ST
600080.SH,*ST金花,2010-04-27,2011-07-05,2010-04-26,从ST变为*ST
600080.SH,ST金花,2011-07-06,2012-06-11,2011-07-05,撤消*ST并实行ST
600080.SH,ST金花,2020-06-02,2021-05-11,2020-06-01,ST
600080.SH,ST金花,2026-04-30,,2026-04-29,ST
600082.SH,ST海泰,2002-03-21,2003-08-24,2002-03-20,ST
600082.SH,ST海泰,2026-04-14,,2026-04-11,ST
600083.SH,ST红光,1998-05-04,2000-05-11,1998-04-30,ST
600083.SH,ST红光,2002-05-22,2003-05-14,2002-05-14,撤销PT
600083.SH,ST博讯,2003-05-15,2006-10-08,2003-03-13,其他
600083.SH,SST博讯,2006-10-09,2007-01-15,2006-09-28,其他
600083.SH,ST博讯,2007-01-16,2007-05-07,2007-01-12,其他
600083.SH,*ST博讯,2007-05-08,2007-05-16,2007-04-30,从ST变为*ST
600083.SH,*ST博信,2007-05-17,2008-06-24,2007-05-12,其他
600083.SH,ST博信,2008-06-25,2011-03-01,2008-06-24,撤消*ST并实行ST
600083.SH,*ST博信,2011-03-02,2012-04-25,2011-03-01,从ST变为*ST
600083.SH,ST博信,2012-04-26,2013-01-31,2012-04-25,撤消*ST并实行ST
600083.SH,*ST博信,2020-04-29,2022-08-15,2020-04-28,*ST
600083.SH,*ST博信,2024-05-06,,2024-04-30,*ST
600084.SH,*ST新天,2007-04-27,2008-04-22,2007-04-26,*ST
600084.SH,ST新天,2008-04-23,2009-06-24,2008-04-22,撤消*ST并实行ST
600084.SH,ST中葡,2009-06-25,2010-03-10,2009-06-23,其他
600084.SH,*ST中葡,2010-03-11,2011-12-21,2010-03-10,从ST变为*ST
600084.SH,ST中葡,2011-12-22,2012-08-28,2011-12-21,撤消*ST并实行ST
600084.SH,*ST中葡,2019-04-26,2020-05-10,2019-04-25,*ST
600084.SH,ST中葡,2020-05-11,2021-04-26,2020-05-08,撤消*ST并实行ST
600084.SH,*ST中葡,2021-04-27,2022-05-11,2021-04-26,从ST变为*ST
600084.SH,*ST尼雅,2026-04-29,,2026-04-28,*ST
600086.SH,*ST多佳,2005-03-29,2006-05-28,2005-03-28,*ST
600086.SH,*ST金钰,2020-06-24,2021-01-20,2020-06-23,*ST
600090.SH,ST啤酒花,2003-11-25,2005-04-26,2003-11-24,ST
600090.SH,*ST酒花,2005-04-27,2006-02-22,2005-04-26,从ST变为*ST
600090.SH,ST啤酒花,2006-10-09,2008-01-02,2006-09-28,其他
600090.SH,*ST济堂,2020-06-30,2022-06-09,2020-06-30,*ST
600091.SH,*ST明科,2010-05-04,2011-08-03,2010-04-30,*ST
600091.SH,ST明科,2011-08-04,2015-05-03,2011-08-03,撤消*ST并实行ST
600091.SH,*ST明科,2015-05-04,2016-03-29,2015-04-30,从ST变为*ST
600091.SH,ST明科,2016-03-30,2021-04-29,2016-03-29,撤消*ST并实行ST
600091.SH,*ST明科,2021-04-30,2022-05-24,2021-04-29,从ST变为*ST
600093.SH,*ST禾嘉,2006-04-25,2006-10-08,2006-04-24,*ST
600093.SH,S*ST禾嘉,2006-10-09,2006-12-05,2006-09-28,其他
600093.SH,*ST禾嘉,2006-12-06,2007-08-23,2006-12-01,其他
600093.SH,*ST易见,2021-07-07,2022-05-25,2021-07-06,*ST
600094.SH,*ST华源,2007-05-08,2011-10-10,2007-04-30,*ST
600094.SH,ST华源,2011-10-11,2012-02-29,2011-08-18,撤消*ST并实行ST
600097.SH,ST恒泰,2000-07-17,2002-03-19,2000-07-14,ST
600101.SH,*ST明星,2007-05-08,2008-03-12,2007-04-30,*ST
600107.SH,ST尔雅,2025-05-06,2026-05-05,2025-04-30,ST
600107.SH,*ST尔雅,2026-05-06,,2026-04-30,从ST变为*ST
600109.SH,ST成百,2001-03-30,2003-04-06,2001-03-29,ST
600112.SH,*ST天成,2017-04-27,2018-05-06,2017-04-26,*ST
600112.SH,ST天成,2019-05-24,2021-05-05,2019-05-23,ST
600112.SH,*ST天成,2021-05-06,2022-09-13,2021-04-30,从ST变为*ST
600112.SH,ST天成,2022-09-14,2024-05-05,2022-09-13,撤消*ST并实行ST
600112.SH,*ST天成,2024-05-06,,2024-04-30,从ST变为*ST
600115.SH,ST东航,2009-04-17,2010-05-27,2009-04-16,ST
600117.SH,*ST西钢,2023-05-05,2024-05-08,2023-04-29,*ST
600117.SH,ST西钢,2024-05-09,2024-07-17,2024-05-08,撤消*ST并实行ST
600119.SH,*ST长投,2019-05-06,2020-04-20,2019-04-30,*ST
600119.SH,ST长投,2020-04-21,2021-05-16,2020-04-20,撤消*ST并实行ST
600119.SH,*ST长投,2026-04-28,,2026-04-27,*ST
600121.SH,*ST郑煤,2017-04-19,2018-04-11,2017-04-18,*ST
600122.SH,*ST宏图,2020-04-30,2021-05-13,2020-04-29,*ST
600122.SH,ST宏图,2021-05-14,2023-04-19,2021-05-13,撤消*ST并实行ST
600122.SH,*ST宏图,2023-04-20,,2023-04-19,从ST变为*ST
600130.SH,*ST波导,2009-04-29,2010-06-29,2009-04-28,*ST
600130.SH,ST波导,2010-06-30,2012-07-16,2010-06-29,撤消*ST并实行ST
600130.SH,*ST波导,2025-04-30,2026-04-29,2025-04-29,*ST
600131.SH,*ST岷电,2010-04-16,2011-04-13,2010-04-15,*ST
600136.SH,*ST道博,2006-05-09,2006-10-08,2006-05-08,*ST
600136.SH,S*ST道博,2006-10-09,2006-10-15,2006-09-28,其他
600136.SH,*ST道博,2006-10-16,2007-05-27,2006-10-11,其他
600136.SH,ST道博,2007-05-28,2009-08-18,2007-05-25,撤消*ST并实行ST
600136.SH,ST明诚,2022-05-06,2023-04-27,2022-04-30,ST
600136.SH,*ST明诚,2023-04-28,2024-06-25,2023-04-27,从ST变为*ST
600136.SH,ST明诚,2024-06-26,,2024-06-25,撤消*ST并实行ST
600137.SH,ST包装,2000-04-26,2001-03-05,2000-04-25,ST
600137.SH,ST长控,2002-07-16,2003-05-11,2002-07-15,ST
600137.SH,*ST长控,2003-05-12,2004-02-26,2003-04-30,从ST变为*ST
600137.SH,ST长控,2004-02-27,2006-02-27,2004-02-26,撤消*ST并实行ST
600137.SH,*ST长控,2006-02-28,2006-10-08,2006-02-27,从ST变为*ST
600137.SH,S*ST长控,2006-10-09,2007-04-12,2006-09-28,其他
600137.SH,*ST长控,2007-04-13,2007-05-29,2007-04-10,其他
600137.SH,*ST浪莎,2007-05-30,2007-10-16,2007-04-20,其他
600137.SH,ST浪莎,2007-10-17,2008-06-11,2007-10-16,撤消*ST并实行ST
600139.SH,ST鼎天,2003-04-11,2003-05-11,2003-04-10,ST
600139.SH,*ST鼎天,2003-05-12,2004-01-28,2003-04-10,从ST变为*ST
600139.SH,ST鼎天,2004-01-29,2004-04-06,2004-01-16,撤消*ST并实行ST
600139.SH,ST绵高新,2004-04-07,2005-03-13,2004-02-03,其他
600139.SH,*ST绵高,2007-04-11,2008-06-01,2007-04-10,*ST
600139.SH,ST绵高,2008-06-02,2009-05-19,2008-05-30,撤消*ST并实行ST
600139.SH,ST西源,2021-05-06,2022-05-05,2021-04-30,ST
600139.SH,*ST西源,2022-05-06,,2022-05-05,从ST变为*ST
600145.SH,*ST四维,2010-05-04,2011-07-19,2010-04-30,*ST
600145.SH,*ST国创,2011-07-20,2011-10-27,2011-05-26,其他
600145.SH,ST国创,2011-10-28,2012-08-28,2011-10-27,撤消*ST并实行ST
600145.SH,*ST国创,2014-05-05,2015-06-30,2014-04-30,*ST
600145.SH,*ST新亿,2015-07-01,2022-03-29,2015-05-15,其他
600146.SH,*ST大元,2005-02-24,2006-02-22,2005-02-23,*ST
600146.SH,*ST环球,2020-06-24,2022-06-01,2020-06-23,*ST
600149.SH,ST建通,2009-08-27,2009-10-27,2009-08-26,ST
600149.SH,*ST建通,2009-10-28,2012-03-26,2009-10-27,从ST变为*ST
600149.SH,ST廊发展,2012-03-27,2012-08-21,2012-02-16,撤消*ST并实行ST
600149.SH,*ST坊展,2017-04-28,2018-05-09,2017-04-27,*ST
600149.SH,ST坊展,2018-05-10,2021-04-15,2018-05-09,撤消*ST并实行ST
600150.SH,ST重机,2001-04-11,2002-04-11,2001-04-10,ST
600150.SH,*ST船舶,2018-04-24,2019-03-28,2018-04-23,*ST
600155.SH,*ST宝硕,2007-02-16,2014-03-09,2007-02-15,*ST
600156.SH,*ST鑫泰,2004-03-18,2005-04-20,2004-03-17,*ST
600157.SH,*ST永泰,2020-09-29,2021-01-18,2020-09-26,*ST
600157.SH,ST永泰,2021-01-19,2021-04-29,2021-01-18,撤消*ST并实行ST
600159.SH,*ST宁窖,2003-07-01,2004-03-30,2003-06-24,*ST
600159.SH,ST宁窖,2004-03-31,2004-06-29,2004-03-30,撤消*ST并实行ST
600159.SH,*ST宁窖,2004-06-30,2004-12-13,2004-06-29,从ST变为*ST
600159.SH,ST宁窖,2004-12-14,2006-02-05,2004-12-13,撤消*ST并实行ST
600163.SH,*ST南纸,2015-02-11,2015-12-09,2015-02-10,*ST
600163.SH,*ST闽能,2015-12-10,2016-03-17,2015-12-03,其他
600165.SH,ST宁科,2024-04-08,2024-04-29,2024-04-03,ST
600165.SH,*ST宁科,2024-04-30,2025-05-05,2024-04-27,从ST变为*ST
600165.SH,ST宁科,2025-05-06,2025-09-18,2025-04-30,撤消*ST并实行ST
600165.SH,*ST宁科,2025-09-19,2026-01-13,2025-09-18,从ST变为*ST
600165.SH,ST宁科,2026-01-14,2026-08-25,2026-01-13,撤消*ST并实行ST
600167.SH,ST黎明,2001-04-26,2002-03-28,2001-04-25,ST
600167.SH,ST沈新开,2002-03-29,2003-02-11,2002-02-09,其他
600169.SH,ST太重,2025-11-04,,2025-11-01,ST
600173.SH,*ST丹江,2006-04-25,2006-10-08,2006-04-24,*ST
600173.SH,S*ST丹江,2006-10-09,2007-10-07,2006-09-28,其他
600173.SH,ST丹江,2007-10-08,2007-10-14,2007-09-26,撤消*ST并实行ST
600173.SH,ST卧龙,2007-10-15,2008-02-27,2007-10-09,其他
600175.SH,*ST美都,2020-05-06,2020-06-28,2020-04-30,*ST
600178.SH,*ST东安,2014-04-30,2015-04-26,2014-04-29,*ST
600179.SH,*ST黑化,2010-04-16,2011-05-23,2010-04-15,*ST
600179.SH,ST黑化,2011-05-24,2012-08-26,2011-05-23,撤消*ST并实行ST
600179.SH,ST黑化,2016-03-11,2016-05-02,2016-03-10,ST
600179.SH,*ST黑化,2016-05-03,2016-11-02,2016-04-29,从ST变为*ST
600179.SH,ST安通,2019-06-19,2020-05-05,2019-06-18,ST
600179.SH,*ST安通,2020-05-06,2021-05-09,2020-04-30,从ST变为*ST
600180.SH,*ST九发,2008-06-27,2011-12-14,2008-06-26,*ST
