ts_code,name,start_date,end_date,ann_date,change_reason
000592.SZ,*ST昌源,2008-03-19,2008-04-13,2008-03-15,其他
000592.SZ,ST中福,2008-04-14,2009-05-11,2008-01-29,撤消*ST并实行ST
000595.SZ,*ST西轴,2011-04-20,2013-04-02,2011-04-19,*ST
000595.SZ,*ST宝实,2017-03-29,2018-05-17,2017-03-28,*ST
000595.SZ,*ST宝实,2020-04-29,2021-07-14,2020-04-28,*ST
000595.SZ,*ST宝实,2025-04-29,2026-07-01,2025-04-26,*ST
000596.SZ,*ST古井A,2005-07-01,2006-05-15,2005-06-30,*ST
000596.SZ,ST古井A,2006-05-16,2006-06-18,2006-05-15,撤消*ST并实行ST
000596.SZ,ST古井A,2006-10-09,2007-03-20,2006-09-28,其他
000598.SZ,*ST清洗,2010-03-10,2010-06-07,2010-03-09,*ST
000603.SZ,ST威达,2002-04-24,2006-04-02,2002-04-23,ST
000603.SZ,*ST威达,2006-04-03,2006-06-29,2006-03-31,从ST变为*ST
000603.SZ,*ST威达,2006-10-09,2011-10-27,2006-09-28,其他
000603.SZ,ST威达,2011-10-28,2011-11-10,2011-10-27,撤消*ST并实行ST
000603.SZ,ST盛达,2011-11-11,2012-05-07,2011-10-15,其他
000605.SZ,*ST四环,2007-04-30,2008-08-18,2007-04-27,*ST
000605.SZ,ST四环,2008-08-19,2012-03-11,2008-08-18,撤消*ST并实行ST
000605.SZ,*ST四环,2012-03-12,2013-03-21,2012-03-09,从ST变为*ST
000606.SZ,*ST明胶,2016-04-01,2016-06-14,2016-03-31,*ST
000606.SZ,*ST易桥,2016-06-15,2017-03-13,2016-05-06,其他
000606.SZ,ST顺利,2021-05-06,2022-05-05,2021-04-30,ST
000606.SZ,*ST顺利,2022-05-06,2023-06-12,2022-04-30,从ST变为*ST
000607.SZ,ST重仪,1999-04-22,2000-03-22,1999-04-21,ST
000607.SZ,*ST华控,2011-04-19,2012-06-26,2011-04-18,*ST
000608.SZ,*ST阳光,2025-04-22,2026-05-20,2025-04-19,*ST
000609.SZ,*ST中迪,2021-04-30,2022-05-15,2021-04-29,*ST
000609.SZ,*ST中迪,2024-04-29,2025-06-10,2024-04-26,*ST
000609.SZ,ST中迪,2025-06-11,2026-04-22,2025-06-10,撤消*ST并实行ST
000609.SZ,*ST中迪,2026-04-23,,2026-04-22,从ST变为*ST
000610.SZ,*ST西旅,2026-04-27,,2026-04-24,*ST
000611.SZ,*ST蒙发,2015-04-30,2016-07-10,2015-04-29,*ST
000611.SZ,*ST天首,2016-07-11,2017-06-07,2016-03-22,其他
000611.SZ,*ST天首,2019-05-06,2020-07-23,2019-04-30,*ST
000611.SZ,ST天首,2020-07-24,2021-05-05,2020-07-23,撤消*ST并实行ST
000611.SZ,*ST天首,2021-05-06,2022-06-06,2021-04-30,从ST变为*ST
000613.SZ,ST东海A,1999-05-04,2001-04-26,1999-04-30,ST
000613.SZ,ST东海A,2002-10-18,2005-04-13,2002-10-12,撤销PT
000613.SZ,*ST东海A,2005-04-14,2006-10-08,2005-04-13,从ST变为*ST
000613.SZ,S*ST东海,2006-10-09,2007-03-22,2006-09-28,其他
000613.SZ,SST东海,2007-03-23,2007-08-07,2007-03-22,撤消*ST并实行ST
000613.SZ,ST东海A,2007-08-08,2013-05-26,2007-08-03,其他
000613.SZ,*ST东海A,2017-04-05,2018-03-14,2017-03-31,*ST
000613.SZ,*ST东海A,2021-04-27,2022-06-07,2021-04-24,*ST
000615.SZ,*ST美谷,2023-05-05,2024-06-27,2023-04-29,*ST
000615.SZ,ST美谷,2024-06-28,2025-04-29,2024-06-27,撤消*ST并实行ST
000615.SZ,*ST美谷,2025-04-30,2026-01-21,2025-04-29,从ST变为*ST
000615.SZ,*ST美谷,2026-01-22,,2026-01-22,撤销叠加*ST
000616.SZ,ST海投,2021-05-06,2023-05-03,2021-04-30,ST
000616.SZ,*ST海投,2023-05-04,,2023-04-28,从ST变为*ST
000617.SZ,*ST济柴,2013-04-01,2014-04-22,2013-03-29,*ST
000617.SZ,*ST济柴,2016-04-01,2017-01-15,2016-03-31,*ST
000620.SZ,ST圣方科,2002-04-30,2003-05-11,2002-04-27,ST
000620.SZ,*ST圣方,2003-05-12,2004-05-13,2003-04-30,从ST变为*ST
000620.SZ,ST圣方,2004-05-14,2005-10-31,2004-05-13,撤消*ST并实行ST
000620.SZ,*ST圣方,2005-11-01,2006-10-08,2005-10-31,从ST变为*ST
000620.SZ,S*ST圣方,2006-10-09,2011-06-01,2006-09-28,其他
000620.SZ,*ST圣方,2011-06-02,2011-07-07,2011-05-31,其他
000620.SZ,*ST新联,2023-05-05,2024-05-20,2023-04-29,*ST
000622.SZ,*ST恒立,2005-04-20,2006-10-08,2005-04-20,*ST
000622.SZ,S*ST恒立,2006-10-09,2013-02-07,2006-09-28,其他
000622.SZ,*ST恒立,2013-02-08,2013-05-23,2013-02-01,其他
000622.SZ,*ST恒立,2016-04-29,2017-05-03,2016-04-28,*ST
000622.SZ,*ST恒立,2024-05-06,2025-06-24,2024-04-30,*ST
000627.SZ,*ST天茂,2025-07-08,,2025-07-07,*ST
000628.SZ,*ST高新,2008-04-22,2009-05-11,2008-04-21,*ST
000629.SZ,*ST钢钒,2010-04-28,2010-04-29,2010-04-27,*ST
000629.SZ,*ST钒钛,2010-04-30,2011-03-27,2010-04-30,其他
000629.SZ,*ST钒钛,2016-05-03,2018-08-23,2016-04-29,*ST
000631.SZ,*ST兰宝,2005-05-10,2006-10-08,2005-05-09,*ST
000631.SZ,S*ST兰宝,2006-10-09,2008-07-14,2006-09-28,其他
000631.SZ,*ST兰宝,2008-07-15,2009-06-04,2008-07-11,其他
000632.SZ,*ST三木,2006-05-09,2006-08-30,2006-05-08,*ST
000632.SZ,*ST三木,2006-10-09,2007-05-13,2006-09-28,其他
000632.SZ,ST三木,2026-04-30,,2026-04-29,ST
000633.SZ,*ST合金,2006-04-26,2006-10-08,2006-04-25,*ST
000633.SZ,S*ST合金,2006-10-09,2007-05-27,2006-09-28,其他
000633.SZ,SST合金,2007-05-28,2009-11-23,2007-05-25,撤消*ST并实行ST
000633.SZ,ST合金,2009-11-24,2013-05-12,2009-11-20,其他
000633.SZ,*ST合金,2016-04-27,2017-05-17,2016-04-26,*ST
000635.SZ,ST民化,2003-04-15,2003-05-11,2003-04-14,ST
000635.SZ,*ST民化,2003-05-12,2003-07-09,2003-04-30,从ST变为*ST
000635.SZ,*ST英化,2003-07-10,2004-03-25,2003-05-30,其他
000637.SZ,ST实华,2023-05-05,2024-06-11,2023-04-29,ST
000638.SZ,ST辽国际,2002-04-25,2003-05-11,2002-04-24,ST
000638.SZ,*ST中辽,2003-05-12,2006-10-08,2003-04-30,从ST变为*ST
000638.SZ,S*ST中辽,2006-10-09,2008-11-10,2006-09-28,其他
000638.SZ,*ST中辽,2008-11-11,2009-06-04,2008-11-06,其他
000638.SZ,*ST万方,2021-06-11,2022-10-09,2021-06-10,*ST
000638.SZ,*ST万方,2025-04-30,,2025-04-29,*ST
000639.SZ,ST株庆云,1999-04-30,2000-03-21,1999-04-29,ST
000639.SZ,ST西王,2026-04-30,,2026-04-29,ST
000650.SZ,*ST九化,2005-03-29,2006-10-08,2005-03-28,*ST
000650.SZ,S*ST九化,2006-10-09,2007-01-18,2006-09-28,其他
000650.SZ,S*ST仁和,2007-01-19,2007-03-28,2006-12-09,其他
000650.SZ,ST仁和,2007-03-29,2008-02-25,2007-03-27,撤消*ST并实行ST
000655.SZ,*ST华陶,2006-05-09,2006-09-19,2006-05-08,*ST
000655.SZ,*ST华陶,2006-10-09,2006-11-07,2006-09-28,其他
000655.SZ,*ST金岭,2006-11-08,2007-02-11,2006-11-07,其他
000655.SZ,*ST金岭,2018-04-13,2019-04-08,2018-04-12,*ST
000656.SZ,ST东源,2002-04-26,2006-05-08,2002-04-25,ST
000656.SZ,*ST东源,2006-05-09,2006-08-23,2006-05-08,从ST变为*ST
000656.SZ,*ST东源,2006-10-09,2007-06-06,2006-09-28,其他
000656.SZ,ST东源,2007-06-07,2011-08-22,2007-06-06,撤消*ST并实行ST
000656.SZ,*ST金科,2024-04-24,2026-07-01,2024-04-23,*ST
000657.SZ,*ST中钨,2008-04-24,2013-11-24,2008-04-23,*ST
000659.SZ,*ST中富,2014-05-05,2016-04-26,2014-04-30,*ST
000659.SZ,*ST中富,2017-05-03,2018-04-24,2017-04-29,*ST
000662.SZ,ST康达,2001-03-28,2001-12-24,2001-03-27,ST
000662.SZ,ST红日,2001-12-25,2002-03-31,2001-10-23,其他
000662.SZ,*ST索芙,2012-04-23,2013-05-28,2012-04-20,*ST
000662.SZ,*ST天夏,2020-07-01,2021-02-25,2020-06-30,*ST
000663.SZ,*ST永林,2020-05-06,2021-09-22,2020-04-30,*ST
000667.SZ,ST美置,2023-05-05,,2023-04-29,ST
000668.SZ,*ST荣控,2025-04-30,2026-06-02,2025-04-29,*ST
000669.SZ,ST吉诺尔,1998-05-18,1999-12-20,1998-05-15,ST
000669.SZ,ST中讯,1999-12-21,2000-03-27,1999-11-10,其他
000669.SZ,*ST领先,2012-03-20,2013-01-13,2012-03-19,*ST
000669.SZ,*ST金鸿,2020-05-06,2021-08-23,2020-04-30,*ST
000669.SZ,ST金鸿,2021-08-24,,2021-08-21,撤消*ST并实行ST
000670.SZ,*ST天发,2003-05-12,2004-04-04,2003-04-30,*ST
000670.SZ,*ST天发,2006-04-27,2006-10-08,2006-04-26,*ST
000670.SZ,S*ST天发,2006-10-09,2013-05-19,2006-09-28,其他
000670.SZ,*ST盈方,2016-05-03,2017-03-29,2016-04-29,*ST
000670.SZ,ST盈方,2019-03-27,2019-04-23,2019-03-26,ST
000670.SZ,*ST盈方,2019-04-24,2022-08-21,2019-04-23,从ST变为*ST
000671.SZ,ST阳光城,2023-05-05,,2023-04-29,ST
000672.SZ,*ST铜城,2006-05-08,2006-10-08,2006-04-28,*ST
000672.SZ,S*ST铜城,2006-10-09,2007-04-22,2006-09-28,其他
000672.SZ,*ST铜城,2007-04-23,2013-04-25,2007-04-17,其他
000673.SZ,*ST大水,2007-04-05,2008-07-17,2007-04-04,*ST
000673.SZ,ST大水,2008-07-18,2010-04-22,2008-07-17,撤消*ST并实行ST
000673.SZ,*ST大水,2010-04-23,2011-03-31,2010-04-22,从ST变为*ST
000673.SZ,*ST当代,2011-04-01,2011-06-21,2011-03-08,其他
000673.SZ,ST当代,2011-06-22,2013-05-19,2011-06-21,撤消*ST并实行ST
000673.SZ,*ST当代,2020-04-29,2022-06-12,2020-04-28,*ST
000676.SZ,*ST思达,2010-04-27,2011-11-09,2010-04-26,*ST
000676.SZ,ST思达,2011-11-10,2013-04-23,2011-11-09,撤消*ST并实行ST
000676.SZ,*ST思达,2013-04-24,2014-05-11,2013-04-23,从ST变为*ST
000677.SZ,ST海龙,2011-09-05,2012-04-22,2011-09-02,ST
000677.SZ,*ST海龙,2012-04-23,2013-07-02,2012-04-20,从ST变为*ST
000677.SZ,*ST海龙,2015-03-12,2016-03-24,2015-03-11,*ST
000677.SZ,ST海龙,2026-05-06,,2026-04-30,ST
000678.SZ,ST襄轴,2002-03-27,2003-11-02,2002-03-27,ST
000678.SZ,*ST襄轴,2003-11-03,2004-02-26,2003-10-25,从ST变为*ST
000678.SZ,ST襄轴,2004-02-27,2005-04-25,2004-02-26,撤消*ST并实行ST
000679.SZ,*ST友谊,2020-04-30,2021-04-27,2020-04-29,*ST
000681.SZ,ST远东,2007-05-08,2008-04-29,2007-04-30,ST
000681.SZ,*ST远东,2008-04-30,2013-08-18,2008-04-29,从ST变为*ST
000682.SZ,ST东方,2002-05-08,2004-04-25,2002-04-30,ST
000683.SZ,*ST天然,2005-04-25,2006-05-21,2005-04-22,*ST
000687.SZ,*ST华讯,2020-06-16,2022-05-25,2020-06-15,*ST
000688.SZ,*ST朝华,2006-05-29,2006-10-08,2006-05-26,*ST
000688.SZ,S*ST朝华,2006-10-09,2010-03-29,2006-09-28,其他
000688.SZ,*ST朝华,2010-03-30,2013-04-25,2010-03-26,其他
000691.SZ,ST寰岛,2004-04-29,2005-04-28,2004-04-28,ST
000691.SZ,*ST寰岛,2005-04-29,2006-08-20,2005-04-28,从ST变为*ST
000691.SZ,ST寰岛,2006-08-21,2008-07-07,2006-08-18,撤消*ST并实行ST
000691.SZ,ST联油,2008-07-08,2009-02-25,2008-07-08,其他
000691.SZ,*ST联油,2009-02-26,2010-02-07,2009-02-25,从ST变为*ST
000691.SZ,*ST亚太,2010-02-08,2012-06-24,2010-01-12,其他
000691.SZ,ST亚太,2016-05-04,2017-11-28,2016-04-30,ST
000691.SZ,*ST亚太,2025-04-30,2026-05-31,2025-04-29,*ST
000692.SZ,*ST惠天,2007-04-17,2008-03-25,2007-04-16,*ST
000692.SZ,ST惠天,2008-03-26,2010-04-22,2008-03-25,撤消*ST并实行ST
000692.SZ,*ST惠天,2023-04-26,2024-05-28,2023-04-25,*ST
000695.SZ,ST灯塔,2003-02-18,2003-05-11,2003-02-17,ST
000695.SZ,*ST灯塔,2003-05-12,2004-02-11,2003-04-30,从ST变为*ST
000695.SZ,*ST滨能,2004-02-12,2005-04-04,2003-12-16,其他
000697.SZ,*ST偏转,2009-04-10,2012-04-18,2009-04-09,*ST
000697.SZ,*ST炼石,2012-04-19,2012-07-24,2012-03-03,其他
000697.SZ,*ST炼石,2023-03-23,2024-05-15,2023-03-22,*ST
000697.SZ,ST炼石,2025-04-21,2025-09-24,2025-04-18,ST
000697.SZ,*ST炼石,2025-09-25,2025-12-24,2025-09-24,从ST变为*ST
000697.SZ,ST炼石,2025-12-25,2026-05-05,2025-12-24,撤消*ST并实行ST
000698.SZ,ST沈化,2025-10-10,,2025-10-01,ST
000703.SZ,*ST光华,2010-03-08,2011-04-18,2010-03-05,*ST
000703.SZ,ST光华,2011-04-19,2011-06-07,2011-04-18,撤消*ST并实行ST
000707.SZ,*ST双环,2018-05-02,2019-04-25,2018-04-27,*ST
000707.SZ,ST双环,2019-04-26,2021-03-07,2019-04-25,撤消*ST并实行ST
000707.SZ,*ST双环,2021-03-08,2022-03-27,2021-03-05,从ST变为*ST
000710.SZ,ST天仪,2003-03-18,2003-05-11,2003-03-17,ST
000710.SZ,*ST天仪,2003-05-12,2004-03-30,2003-04-30,从ST变为*ST
000710.SZ,ST天仪,2004-03-31,2006-08-31,2004-03-30,撤消*ST并实行ST
000710.SZ,ST天仪,2006-10-09,2007-04-11,2006-09-28,其他
000710.SZ,*ST天仪,2017-03-01,2017-08-27,2017-02-28,*ST
000711.SZ,*ST京蓝,2015-03-11,2016-02-15,2015-03-10,*ST
000711.SZ,*ST京蓝,2023-05-04,2025-09-07,2023-04-28,*ST
000711.SZ,ST京蓝,2025-09-08,2026-08-30,2025-09-05,撤消*ST并实行ST
000716.SZ,*ST南控,2007-05-08,2008-04-09,2007-04-30,*ST
000716.SZ,ST南方,2008-04-10,2010-04-27,2006-12-05,撤消*ST并实行ST
000716.SZ,*ST南方,2010-04-28,2011-10-26,2010-04-27,从ST变为*ST
000717.SZ,*ST韶钢,2013-02-05,2014-03-23,2013-02-04,*ST
000717.SZ,*ST韶钢,2016-04-21,2017-04-04,2016-04-20,*ST
000718.SZ,ST吉纸,2003-04-24,2004-04-20,2003-04-23,ST
000718.SZ,*ST吉纸,2004-04-21,2005-12-25,2004-04-20,从ST变为*ST
000718.SZ,ST环球,2006-10-09,2007-03-29,2006-09-28,其他
000719.SZ,ST鑫安,2005-11-14,2006-10-08,2005-11-11,ST
000719.SZ,SST鑫安,2006-10-09,2007-05-07,2006-09-28,其他
000719.SZ,S*ST鑫安,2007-05-08,2011-06-26,2007-04-30,从ST变为*ST
000719.SZ,*ST鑫安,2011-06-27,2011-12-01,2011-06-23,其他
000720.SZ,*ST能山,2009-04-29,2010-05-13,2009-04-28,*ST
000720.SZ,ST能山,2010-05-14,2012-04-22,2010-05-13,撤消*ST并实行ST
000720.SZ,*ST能山,2012-04-23,2013-05-16,2012-04-20,从ST变为*ST
000720.SZ,*ST新能,2018-04-23,2019-04-25,2018-04-20,*ST
000722.SZ,*ST金果,2008-04-16,2012-06-14,2008-04-15,*ST
000723.SZ,ST天宇,2002-04-09,2003-04-14,2002-04-09,ST
000725.SZ,*ST东方A,2007-04-30,2008-04-17,2007-04-27,*ST
000727.SZ,*ST东科,2020-04-16,2021-04-01,2020-04-15,*ST
000728.SZ,S*ST化二,2007-03-28,2007-10-23,2007-03-27,*ST
000728.SZ,S*ST国元,2007-10-24,2007-10-29,2007-10-24,其他
000732.SZ,*ST三农,2006-06-13,2006-10-08,2006-06-12,*ST
000732.SZ,S*ST三农,2006-10-09,2009-07-29,2006-09-28,其他
000732.SZ,*ST三农,2009-07-30,2010-09-29,2009-07-28,其他
000732.SZ,ST三农,2010-09-30,2011-05-29,2010-09-21,撤消*ST并实行ST
000732.SZ,ST泰禾,2022-05-06,,2022-04-30,ST
000735.SZ,*ST罗牛,2007-04-27,2008-05-26,2007-04-26,*ST
000736.SZ,ST重实,2004-07-26,2006-05-07,2004-07-23,ST
000736.SZ,*ST重实,2006-05-08,2006-10-08,2006-04-28,从ST变为*ST
000736.SZ,S*ST重实,2006-10-09,2007-11-11,2006-09-28,其他
000736.SZ,SST重实,2007-11-12,2008-12-04,2007-11-09,撤消*ST并实行ST
000736.SZ,ST重实,2008-12-05,2011-04-06,2008-12-03,其他
000736.SZ,*ST中地,2025-04-16,2026-06-02,2025-04-15,*ST
000737.SZ,*ST南风,2011-04-25,2012-05-21,2011-04-22,*ST
000737.SZ,*ST南风,2018-02-14,2019-04-17,2018-02-13,*ST
000737.SZ,ST南风,2019-04-18,2021-04-18,2019-04-17,撤消*ST并实行ST
000738.SZ,ST南摩,2002-04-30,2004-04-26,2002-04-29,ST
000738.SZ,*ST宇航,2006-10-09,2007-06-10,2006-09-28,其他
000738.SZ,ST宇航,2007-06-11,2010-10-14,2007-06-08,撤消*ST并实行ST
000750.SZ,*ST集琦,2006-04-26,2006-10-08,2006-04-25,*ST
000750.SZ,S*ST集琦,2006-10-09,2008-01-16,2006-09-28,其他
000750.SZ,SST集琦,2008-01-17,2009-04-20,2008-01-16,撤消*ST并实行ST
000750.SZ,S*ST集琦,2009-04-21,2010-08-05,2009-04-20,从ST变为*ST
000750.SZ,SST集琦,2010-08-06,2011-08-08,2010-08-05,撤消*ST并实行ST
000751.SZ,*ST锌业,2009-04-16,2010-05-23,2009-04-15,*ST
000751.SZ,*ST锌业,2012-04-26,2014-08-05,2012-04-25,*ST
000752.SZ,ST西发,2019-04-10,2019-05-05,2019-04-09,ST
000752.SZ,*ST西发,2019-05-06,2024-07-18,2019-04-30,从ST变为*ST
000752.SZ,ST西发,2024-07-19,2026-04-27,2024-07-18,撤消*ST并实行ST
000752.SZ,*ST西发,2026-04-28,,2026-04-27,从ST变为*ST
000755.SZ,*ST三维,2014-03-26,2015-05-06,2014-03-25,*ST
000755.SZ,*ST三维,2017-03-29,2018-11-13,2017-03-28,*ST
000757.SZ,*ST方向A,2006-04-24,2006-10-08,2006-04-21,*ST
000757.SZ,S*ST方向,2006-10-09,2007-01-07,2006-09-28,其他
000757.SZ,*ST方向,2007-01-08,2013-01-09,2006-12-30,其他
000757.SZ,*ST浩物,2013-01-10,2013-04-18,2012-12-14,其他
000760.SZ,*ST博盈,2005-04-14,2006-07-04,2005-04-13,*ST
000760.SZ,*ST博盈,2010-04-27,2011-08-04,2010-04-26,*ST
000760.SZ,*ST斯太,2019-05-06,2021-06-09,2019-04-30,*ST
000761.SZ,ST板材,2003-06-27,2004-05-09,2003-06-26,ST
000766.SZ,ST通金马,2004-04-13,2005-04-04,2004-04-12,ST
000766.SZ,*ST通金,2005-04-05,2006-08-03,2005-04-04,从ST变为*ST
000767.SZ,*ST漳电,2012-04-27,2013-04-24,2012-04-26,*ST
000776.SZ,*ST延路,2004-03-10,2005-03-03,2004-03-09,*ST
000779.SZ,*ST派神,2006-04-21,2006-10-08,2006-04-20,*ST
000779.SZ,S*ST派神,2006-10-09,2007-02-11,2006-09-28,其他
000779.SZ,*ST派神,2007-02-12,2007-04-01,2007-02-08,其他
000779.SZ,ST派神,2007-04-02,2009-12-30,2007-03-30,撤消*ST并实行ST
000779.SZ,*ST派神,2014-04-18,2015-03-29,2014-04-17,*ST
000780.SZ,*ST兴发,2006-11-01,2007-07-02,2006-10-31,*ST
000780.SZ,ST平能,2007-07-03,2009-03-24,2007-07-02,撤消*ST并实行ST
000780.SZ,*ST平能,2017-04-24,2018-05-10,2017-04-21,*ST
000780.SZ,*ST平能,2020-05-06,2021-06-20,2020-04-30,*ST
000780.SZ,ST平能,2021-06-21,,2021-06-18,撤消*ST并实行ST
000783.SZ,S*ST石炼,2007-03-21,2007-12-26,2007-03-20,*ST
000788.SZ,ST合成,2001-04-18,2005-03-03,2001-04-17,ST
000789.SZ,*ST江泥,2006-04-26,2006-08-08,2006-04-25,*ST
000789.SZ,*ST江泥,2006-10-09,2007-04-05,2006-09-28,其他
000791.SZ,*ST化工,2005-04-29,2006-05-14,2005-04-28,*ST
000791.SZ,ST化工,2006-05-15,2006-06-11,2006-05-12,撤消*ST并实行ST
000791.SZ,ST化工,2006-10-09,2007-03-08,2006-09-28,其他
000792.SZ,*ST盐湖,2019-04-30,2021-08-09,2019-04-27,*ST
000793.SZ,ST华闻,2025-03-18,2026-03-01,2025-03-17,ST
000793.SZ,*ST华闻,2026-03-02,2026-07-30,2026-02-27,从ST变为*ST
000793.SZ,ST华闻,2026-07-31,,2026-07-30,撤消*ST并实行ST
000796.SZ,ST凯撒,2022-05-06,2023-05-04,2022-04-30,ST
000796.SZ,*ST凯撒,2023-05-05,2024-06-18,2023-04-29,从ST变为*ST
000796.SZ,ST凯撒,2024-06-19,2024-10-28,2024-06-18,撤消*ST并实行ST
000799.SZ,*ST酒鬼,2004-04-30,2005-03-10,2004-04-29,*ST
000799.SZ,S*ST酒鬼,2007-04-27,2008-01-10,2007-04-26,*ST
000799.SZ,*ST酒鬼,2008-01-11,2008-04-08,2008-01-09,其他
000799.SZ,*ST酒鬼,2015-04-27,2016-04-24,2015-04-24,*ST
000801.SZ,ST湖山,2003-03-26,2003-05-11,2003-03-25,ST
000801.SZ,*ST湖山,2003-05-12,2004-03-21,2003-04-30,从ST变为*ST
000801.SZ,ST湖山,2004-03-22,2006-06-29,2004-03-19,撤消*ST并实行ST
000802.SZ,*ST京西,2004-03-30,2005-04-06,2004-03-29,*ST
000802.SZ,ST京西,2005-04-07,2006-04-12,2005-04-06,撤消*ST并实行ST
000802.SZ,ST北文,2021-05-06,2022-06-23,2021-04-30,ST
000803.SZ,*ST金宇,2017-03-20,2018-10-28,2017-03-17,*ST
000803.SZ,*ST金宇,2020-05-06,2020-08-11,2020-04-30,*ST
000803.SZ,*ST北能,2020-08-12,2021-02-28,2020-07-15,其他
000806.SZ,*ST银河,2012-04-26,2013-05-02,2012-04-25,*ST
000806.SZ,ST银河,2019-03-29,2020-05-31,2019-03-28,ST
000806.SZ,*ST银河,2020-06-01,2021-06-21,2020-05-29,从ST变为*ST
000806.SZ,ST银河,2021-06-22,2022-05-05,2021-06-19,撤消*ST并实行ST
000806.SZ,*ST银河,2022-05-06,2023-06-12,2022-04-30,从ST变为*ST
000809.SZ,ST一纺,2003-02-24,2003-05-11,2003-02-21,ST
000809.SZ,*ST一纺,2003-05-12,2004-04-01,2003-04-30,从ST变为*ST
000809.SZ,ST一纺,2004-04-02,2004-06-09,2004-04-01,撤消*ST并实行ST
000809.SZ,ST中汇,2004-06-10,2005-04-03,2004-06-10,其他
000809.SZ,*ST新城,2017-04-26,2018-06-10,2017-04-25,*ST
000809.SZ,ST新城,2022-04-29,2023-06-01,2022-04-28,ST
000809.SZ,*ST新城,2024-04-29,2024-05-22,2024-04-26,*ST
000809.SZ,*ST和展,2024-05-23,2025-04-24,2024-04-26,其他
000813.SZ,*ST天纺,2005-04-12,2006-03-15,2005-04-11,*ST
000815.SZ,*ST美利,2012-04-24,2013-12-30,2012-04-23,*ST
000815.SZ,*ST美利,2015-04-16,2016-03-24,2015-04-15,*ST
000816.SZ,*ST江力,2004-04-26,2005-04-21,2004-04-23,*ST
000816.SZ,*ST慧业,2018-04-27,2019-07-09,2018-04-26,*ST
000816.SZ,ST慧业,2019-07-10,2020-10-26,2019-07-09,撤消*ST并实行ST
000818.SZ,ST锦化,2009-12-02,2010-03-22,2009-12-01,ST
000818.SZ,*ST锦化,2010-03-23,2010-10-12,2010-03-22,从ST变为*ST
000818.SZ,*ST化工,2010-10-13,2011-09-29,2010-09-04,其他
000818.SZ,ST化工,2011-09-30,2012-03-12,2011-09-29,撤消*ST并实行ST
000820.SZ,*ST金城,2006-05-09,2006-08-27,2006-05-08,*ST
000820.SZ,*ST金城,2006-10-09,2007-05-31,2006-09-28,其他
000820.SZ,*ST金城,2010-04-16,2013-06-18,2010-04-15,*ST
000820.SZ,ST节能,2019-04-12,2019-05-05,2019-04-11,ST
000820.SZ,*ST节能,2019-05-06,2022-08-17,2019-04-30,从ST变为*ST
000820.SZ,*ST节能,2025-04-30,2026-07-29,2025-04-29,*ST
000821.SZ,ST京机,2026-01-20,,2026-01-17,ST
000822.SZ,*ST海化,2014-02-18,2015-03-23,2014-02-15,*ST
000826.SZ,ST原宜,2002-04-23,2003-11-05,2002-04-20,ST
000826.SZ,*ST原宜,2003-11-06,2003-11-09,2003-10-29,从ST变为*ST
000826.SZ,*ST资源,2003-11-10,2004-04-18,2003-11-08,其他
000826.SZ,*ST启环,2026-04-30,,2026-04-29,*ST
000831.SZ,*ST关铝,2010-04-21,2013-04-22,2010-04-20,*ST
000831.SZ,*ST五稀,2016-04-11,2017-05-02,2016-04-08,*ST
000835.SZ,*ST长动,2020-06-29,2022-04-26,2020-06-24,*ST
000836.SZ,ST富通,2024-05-06,,2024-04-30,ST
000837.SZ,*ST秦机,2020-04-23,2021-05-16,2020-04-22,*ST
000838.SZ,ST西化机,2001-02-19,2004-04-28,2001-02-16,ST
000838.SZ,*ST国兴,2012-04-05,2013-04-17,2012-03-30,*ST
000838.SZ,*ST发展,2026-04-27,,2026-04-24,*ST
000839.SZ,ST国安,2022-05-06,2024-06-10,2022-04-30,ST
000851.SZ,ST七砂,2002-03-27,2003-09-14,2002-03-26,ST
000851.SZ,ST鸿股,2003-09-15,2003-12-15,2003-06-19,其他
000851.SZ,*ST鸿股,2003-12-16,2004-04-15,2003-12-09,从ST变为*ST
000851.SZ,ST鸿股,2004-04-16,2005-03-17,2004-04-15,撤消*ST并实行ST
000851.SZ,ST高鸿,2024-05-06,2025-04-29,2024-04-30,ST
000851.SZ,*ST高鸿,2025-04-30,,2025-04-29,从ST变为*ST
000856.SZ,*ST唐陶,2005-04-14,2006-10-08,2005-04-13,*ST
000856.SZ,S*ST唐陶,2006-10-09,2007-01-10,2006-09-28,其他
000856.SZ,*ST唐陶,2009-04-10,2010-05-06,2009-04-09,*ST
000856.SZ,ST唐陶,2010-05-07,2012-08-07,2010-05-06,撤消*ST并实行ST
000856.SZ,*ST冀装,2016-04-11,2017-04-06,2016-04-08,*ST
000862.SZ,*ST仪表,2005-04-27,2006-07-13,2005-04-26,*ST
000862.SZ,ST仪表,2006-07-14,2006-07-17,2006-07-13,撤消*ST并实行ST
000862.SZ,ST仪表,2006-10-09,2007-05-13,2006-09-28,其他
000863.SZ,ST商务,2005-05-09,2006-05-08,2005-04-29,ST
000863.SZ,*ST商务,2006-05-09,2006-10-08,2006-05-08,从ST变为*ST
000863.SZ,S*ST商务,2006-10-09,2007-01-30,2006-09-28,其他
000863.SZ,*ST商务,2007-01-31,2012-08-02,2007-01-29,其他
000868.SZ,*ST安凯,2019-04-17,2020-06-22,2019-04-16,*ST
