input_rows,clean_rows,first_date,last_date,trading_days,distinct_stocks,suspended_records,zero_volume_records,open_at_up_limit,open_at_down_limit,tradable_at_open_records,rows_with_st_dataset_available
7433025,7394903,2019-10-08,2026-01-30,1536,5692,784,0,22880,18069,7353172,0
